pathogen,pathogen_raw_examples,pathogen_tax_id,pheic_risk,disease_name,disease_name_raw_examples,host_tax_id,host,pathogen_class,pathogen_order,pathogen_family,pathogen_genus,host_phylum,host_class,host_family,host_order,detection_method,main_source,pathogen_type,is_zoonotic,zoonotic_status,canonicalization_status,pathogen_raw,disease_name_raw,pathogen_family_raw,pathogen_genus_raw,pathogen_type_raw,pathogen_clean,disease_name_clean,pathogen_family_clean,pathogen_genus_clean,pathogen_type_clean
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,300877,Prionailurus bengalensis,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,felidae,carnivora,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9654,Procyon lotor,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,procyonidae,carnivora,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,69075,Rattus losea,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,10116,Rattus norvegicus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,10117,Rattus rattus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,3075052,Rhinolophus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,,,,,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,59477,Rhinolophus affinis,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,Isolation/Observation; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,59477,Rhinolophus affinis,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,519037,Rhinolophus blasii,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,196296,Rhinolophus cornutus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,196296,Rhinolophus cornutus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,109476,Rhinolophus euryale,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,59479,Rhinolophus ferrumequinum,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,Isolation/Observation; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,59479,Rhinolophus ferrumequinum,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,196889,Rhinolophus macrotis,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,Isolation/Observation; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,196889,Rhinolophus macrotis,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,342862,Rhinolophus mehelyi,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,169756,Rhinolophus monoceros,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,,,,,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,188571,Rhinolophus pearsonii,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,Isolation/Observation; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,188571,Rhinolophus pearsonii,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,159858,Rhinolophus pusillus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,Antibodies; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,159858,Rhinolophus pusillus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,188572,Rhinolophus rex,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,89399,Rhinolophus sinicus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,Isolation/Observation; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,89399,Rhinolophus sinicus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,430491,Rhinolophus stheno,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,476589,Rhinolophus thomasi,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,476589,Rhinolophus thomasi,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,rhinolophidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9408,Rousettus leschenaultii,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,pteropodidae,chiroptera,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,385037,Submyotodon latirostris,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,vespertilionidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9823,Sus scrofa,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9823,Sus scrofa,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9988,Sylvilagus floridanus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,leporidae,lagomorpha,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9438,Tadarida brasiliensis,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,molossidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),694009,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9627,Vulpes vulpes,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,canidae,carnivora,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome coronavirus 2 sars cov 2,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,188568,Aselliscus stoliczkanus,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,hipposideridae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome related coronavirus sars cov 1,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),3418604,High,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,9508,Ateles fusciceps,pisoniviricetes,nidovirales,coronaviridae,betacoronavirus,chordata,mammalia,atelidae,primates,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Severe acute respiratory syndrome-related coronavirus (SARS-CoV-1),Severe Acute Respiratory Syndrome (SARS); COVID-19,coronaviridae,betacoronavirus,virus,severe acute respiratory syndrome related coronavirus sars cov 1,severe acute respiratory syndrome sars covid 19,coronaviridae,betacoronavirus,virus
