disease,v_species,v_group,evidence_level,evidence_basis,location,source,notes,record_source
yellow fever,Aedes bromeliae,mosquito,confirmed,review,Africa,"(Shinde et al., 2022)",semi-domestic vector,lit_review
yellow fever,Aedes luteocephalis,mosquito,confirmed,review,Africa,"(Shinde et al., 2022)",semi-domestic vector,lit_review
yellow fever,Aedes furcifer-taylori,mosquito,probable,review,tropical Africa,"(Shinde et al., 2022)",implicated,lit_review
yellow fever,Aedes vittatus,mosquito,probable,review,tropical Africa,"(Shinde et al., 2022)",implicated,lit_review
yellow fever,Aedes simpsoni,mosquito,probable,review,tropical Africa,"(Shinde et al., 2022)",implicated,lit_review
yellow fever,Haemagogus janthinomys,mosquito,confirmed,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review
yellow fever,Haemagogus spegazzinni,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review
yellow fever,Haemagogus leucocelaenus,mosquito,confirmed,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review
yellow fever,Sabethes chloropterus,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review
yellow fever,Sabethes albipivus,mosquito,confirmed,review,South America,"(Shinde et al., 2022)",experimental competence,lit_review
yellow fever,Sabethes soperi,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review
yellow fever,Sabethes cyaneus,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review
zika,Aedes hensilli,mosquito,probable,field+lab,"Yap Island, Federated States of Micronesia","(Ledermann et al., 2014)",probable outbreak vector,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,global,"(Delrieu et al., 2023)",,lit_review
zika,Aedes albopictus,mosquito,confirmed,review,global,"(Delrieu et al., 2023)",,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,worldwide,Bisia et al. 2023,primary vector,lit_review
zika,Aedes albopictus,mosquito,confirmed,review,worldwide,Bisia et al. 2023,secondary vector,lit_review
zika,Aedes japonicus,mosquito,probable,review,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,lit_review
zika,Aedes detritus,mosquito,probable,review,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,lit_review
zika,Aedes vexans,mosquito,probable,review,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,lit_review
zika,Aedes notoscriptus,mosquito,candidate,review,Australia,Bisia et al. 2023,local secondary vector,lit_review
zika,Aedes camptorhynchus,mosquito,candidate,review,Australia,Bisia et al. 2023,local secondary vector,lit_review
zika,Culex quinquefasciatus,mosquito,weak,review,,Bisia et al. 2023,not an efficient vector,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,,Delrieu et al. 2023,one of two species covered,lit_review
zika,Aedes albopictus,mosquito,probable,review,,Delrieu et al. 2023,mixed experimental findings,lit_review
zika,Aedes aegypti,mosquito,confirmed,lab,,Dodson et al. 2018,positive control; transmitted,lit_review
zika,Anopheles freeborni,mosquito,weak,lab,United States,Dodson et al. 2018,not competent,lit_review
zika,Anopheles quadrimaculatus,mosquito,weak,lab,United States,Dodson et al. 2018,not competent,lit_review
zika,Culex tarsalis,mosquito,weak,lab,United States,Dodson et al. 2018,not competent,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,,Epelboin et al. 2017,main vector,lit_review
zika,Aedes albopictus,mosquito,probable,review,,Epelboin et al. 2017,competent; field isolate,lit_review
zika,Aedes africanus,mosquito,candidate,review,Uganda; Central African Republic,Epelboin et al. 2017,sylvatic cycle,lit_review
zika,Aedes apicoargenteus,mosquito,candidate,review,,Epelboin et al. 2017,field infection,lit_review
zika,Aedes camptorhynchus,mosquito,probable,review,Australia,Epelboin et al. 2017,secondary cases,lit_review
zika,Aedes dalzieli,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes fowleri,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes furcifer,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes hensilli,mosquito,probable,review,Yap,Epelboin et al. 2017,probable vector,lit_review
zika,Aedes hirsutus,mosquito,candidate,review,,Epelboin et al. 2017,field infection,lit_review
zika,Aedes luteocephalus,mosquito,probable,review,Senegal,Epelboin et al. 2017,saliva positive,lit_review
zika,Aedes metallicus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes minutus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes neoafricanus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes notoscriptus,mosquito,probable,review,Australia,Epelboin et al. 2017,secondary cases,lit_review
zika,Aedes opok,mosquito,candidate,review,Central African Republic,Epelboin et al. 2017,field infection,lit_review
zika,Aedes taylori,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review
zika,Aedes triseriatus,mosquito,weak,review,North America,Epelboin et al. 2017,infection only; no transmission,lit_review
zika,Aedes unilineatus,mosquito,weak,review,Senegal,Epelboin et al. 2017,low infection; no transmission,lit_review
zika,Aedes vexans,mosquito,probable,review,northern United States,Epelboin et al. 2017,potential vector,lit_review
zika,Aedes vittatus,mosquito,probable,review,Senegal,Epelboin et al. 2017,saliva positive,lit_review
zika,Anopheles coustani,mosquito,candidate,review,Africa,Epelboin et al. 2017,field isolate,lit_review
zika,Anopheles gambiae,mosquito,weak,review,Africa,Epelboin et al. 2017,field isolate; not competent,lit_review
zika,Culex perfuscus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field isolate,lit_review
zika,Culex quinquefasciatus,mosquito,weak,review,,Epelboin et al. 2017,controversial,lit_review
zika,Mansonia uniformis,mosquito,candidate,review,Africa,Epelboin et al. 2017,field isolate,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Aedes albopictus,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Culex quinquefasciatus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes polynesiensis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes scutellaris,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes africanus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes furcifer,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Aedes vittatus,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Aedes taylori,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Aedes luteocephalus,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Aedes metallicus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes minutus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes opok,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes bromeliae,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes scapularis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Culex pipiens,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes hensilli,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review
zika,Aedes vigilax,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Culex annulirostris,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Psorophora ferox,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Culex rubinotus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Culex tarsalis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes occidentalis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes flavicolis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes serratus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Culex pipiens molestus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes vexans,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Culex neavei,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Runchomyia frontosa,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes neoafricanus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,,Gardner et al. 2017,primary vector,lit_review
zika,Aedes albopictus,mosquito,probable,review,,Gardner et al. 2017,secondary vector,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,global,Gutierrez-Bugallo et al. 2019,urban cycle,lit_review
zika,Aedes albopictus,mosquito,probable,review,global,Gutierrez-Bugallo et al. 2019,potential major vector,lit_review
zika,Aedes africanus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes furcifer,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes luteocephalus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes vittatus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes dalzieli,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes taylori,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes vexans,mosquito,candidate,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection and lab transmission,lit_review
zika,Aedes notoscriptus,mosquito,candidate,review,,Gutierrez-Bugallo et al. 2019,lab transmission,lit_review
zika,Aedes camptorhynchus,mosquito,candidate,review,,Gutierrez-Bugallo et al. 2019,lab transmission,lit_review
zika,Aedes hensilli,mosquito,candidate,review,Yap Island,Gutierrez-Bugallo et al. 2019,outbreak-associated; no confirmed transmission,lit_review
zika,Aedes polynesiensis,mosquito,candidate,review,French Polynesia,Gutierrez-Bugallo et al. 2019,outbreak-associated; no confirmed transmission,lit_review
zika,Culex quinquefasciatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,debated,lit_review
zika,Culex coronator,mosquito,weak,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,lit_review
zika,Culex tarsalis,mosquito,weak,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,lit_review
zika,Anopheles gambiae s.l.,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes apicoargenteus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes flavicollis,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes taeniarostris,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Eretmapodites inornatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Eretmapodites quinquevittatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes jamoti,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes grahamii,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes hirsutus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Culex perfuscus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes unilineatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Mansonia uniformis,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Culex pipiens,mosquito,weak,lab,"California; New Jersey, USA",Huang et al. 2016,refractory,lit_review
zika,Culex quinquefasciatus,mosquito,weak,lab,"Florida, USA",Huang et al. 2016,refractory,lit_review
zika,Aedes hensilli,mosquito,probable,field+lab,"Yap Island, Federated States of Micronesia",Ledermann et al. 2014,probable vector; no field isolate,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,global,Lourenco-de-Oliveira and Failloux 2017,main vector,lit_review
zika,Culex pipiens,mosquito,weak,review,global,Lourenco-de-Oliveira and Failloux 2017,debated,lit_review
zika,Culex quinquefasciatus,mosquito,weak,review,global,Lourenco-de-Oliveira and Failloux 2017,debated,lit_review
zika,Aedes aegypti,mosquito,probable,lab,French Polynesia,Richard et al. 2016,late transmission,lit_review
zika,Aedes polynesiensis,mosquito,weak,lab,French Polynesia,Richard et al. 2016,no infectious saliva,lit_review
zika,Aedes albopictus,mosquito,probable,review,Europe,Schulz and Becker 2018,competent at 26-28 C only,lit_review
zika,Culex pipiens,mosquito,weak,review,Italy,Schulz and Becker 2018,not competent,lit_review
zika,Culex pipiens biotype pipiens,mosquito,weak,review,Germany,Schulz and Becker 2018,not competent,lit_review
zika,Culex pipiens biotype molestus,mosquito,weak,review,Germany,Schulz and Becker 2018,not competent,lit_review
zika,Culex torrentium,mosquito,weak,review,Germany,Schulz and Becker 2018,not competent,lit_review
zika,Aedes aegypti,mosquito,confirmed,review,global,Gutierrez-Bugallo et al. 2019,urban cycle,lit_review
zika,Aedes albopictus,mosquito,probable,review,global,Gutierrez-Bugallo et al. 2019,potential major vector,lit_review
zika,Aedes africanus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes furcifer,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes luteocephalus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes vittatus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes dalzieli,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes taylori,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review
zika,Aedes vexans,mosquito,candidate,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection and lab transmission,lit_review
zika,Aedes notoscriptus,mosquito,candidate,review,,Gutierrez-Bugallo et al. 2019,lab transmission,lit_review
zika,Aedes camptorhynchus,mosquito,candidate,review,,Gutierrez-Bugallo et al. 2019,lab transmission,lit_review
zika,Aedes hensilli,mosquito,candidate,review,Yap Island,Gutierrez-Bugallo et al. 2019,outbreak-associated; no confirmed transmission,lit_review
zika,Aedes polynesiensis,mosquito,candidate,review,French Polynesia,Gutierrez-Bugallo et al. 2019,outbreak-associated; no confirmed transmission,lit_review
zika,Culex quinquefasciatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,debated,lit_review
zika,Culex coronator,mosquito,weak,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,lit_review
zika,Culex tarsalis,mosquito,weak,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,lit_review
zika,Anopheles gambiae s.l.,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes apicoargenteus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes flavicollis,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes taeniarostris,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Eretmapodites inornatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Eretmapodites quinquevittatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes jamoti,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes grahamii,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes hirsutus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Culex perfuscus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Aedes unilineatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
zika,Mansonia uniformis,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review
African horse sickness virus,Culicoides obsoletus s.l.,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=African horse sickness virus; match_confidence=unmatched; match_method=unmatched,EFSA
African horse sickness virus,Culicoides scoticus,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=African horse sickness virus; match_confidence=unmatched; match_method=unmatched,EFSA
African swine fever virus,Ornithodoros erraticus,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=African swine fever virus; match_confidence=unmatched; match_method=unmatched,EFSA
African swine fever virus,Ornithodoros moubata,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=African swine fever virus; match_confidence=unmatched; match_method=unmatched,EFSA
African swine fever virus,Ornithodoros moubata s.l.,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=African swine fever virus; match_confidence=unmatched; match_method=unmatched,EFSA
African swine fever virus,Ornithodoros porcinus porcinus,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=African swine fever virus; match_confidence=unmatched; match_method=unmatched,EFSA
Akabane virus,Culicoides imicola,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Akabane virus; match_confidence=unmatched; match_method=unmatched,EFSA
Akabane virus,Culicoides oxystoma,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Akabane virus; match_confidence=unmatched; match_method=unmatched,EFSA
Akabane virus,Culicoides tainanus,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Akabane virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides fulvus,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides imicola,biting midge,probable,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides obsoletus complex,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides obsoletus s.l.,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides orientalis,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides oxystoma,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides pulicaris,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides scoticus,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides sonorensis,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bluetongue virus,Culicoides tainanus,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bluetongue virus; match_confidence=unmatched; match_method=unmatched,EFSA
Bovine ephemeral fever virus,Culicoides sonorensis,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Bovine ephemeral fever virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Aedes aegypti,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Aedes albopictus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Aedes japonicus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Aedes triseriatus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Anopheles gambiae,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Anopheles quadrimaculatus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Culex tarsalis,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Cache Valley virus,Culex univittatus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Cache Valley virus; match_confidence=unmatched; match_method=unmatched,EFSA
Crimean-Congo hemorrhagic fever,Hyalomma aegyptium,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Crimean-Congo haemorrhagic fever virus; match_confidence=exact; match_method=exact_disease,EFSA
Crimean-Congo hemorrhagic fever,Hyalomma anatolicum,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Crimean-Congo haemorrhagic fever virus; match_confidence=exact; match_method=exact_disease,EFSA
Crimean-Congo hemorrhagic fever,Hyalomma asiaticum,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Crimean-Congo haemorrhagic fever virus; match_confidence=exact; match_method=exact_disease,EFSA
Crimean-Congo hemorrhagic fever,Hyalomma marginatum,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Crimean-Congo haemorrhagic fever virus; match_confidence=exact; match_method=exact_disease,EFSA
Eastern equine encephalitis virus,Culiseta melanura,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Eastern equine encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Ehrlichia ruminantium,Amblyomma hebraeum,tick,probable,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Ehrlichia ruminantium; match_confidence=unmatched; match_method=unmatched,EFSA
Ehrlichia ruminantium,Amblyomma variegatum,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Ehrlichia ruminantium; match_confidence=unmatched; match_method=unmatched,EFSA
Epizootic hemorrhagic disease virus,Culicoldes insignis,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Epizootic hemorrhagic disease virus; match_confidence=unmatched; match_method=unmatched,EFSA
Epizootic hemorrhagic disease virus,Culicoldes obsoletus s.l.,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Epizootic hemorrhagic disease virus; match_confidence=unmatched; match_method=unmatched,EFSA
Epizootic hemorrhagic disease virus,Culicoldes scoticus,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Epizootic hemorrhagic disease virus; match_confidence=unmatched; match_method=unmatched,EFSA
Epizootic hemorrhagic disease virus,Culicoldes sonorensis,biting midge,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Epizootic hemorrhagic disease virus; match_confidence=unmatched; match_method=unmatched,EFSA
Getah virus,Aedes vexans nipponii,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Getah virus; match_confidence=unmatched; match_method=unmatched,EFSA
Getah virus,Anopheles sinensis,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Getah virus; match_confidence=unmatched; match_method=unmatched,EFSA
Getah virus,Culex tritaeniorhynchus,mosquito,probable,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Getah virus; match_confidence=unmatched; match_method=unmatched,EFSA
Hepatozoon canis,Rhipicephalus sanguineus,tick,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Hepatozoon canis; match_confidence=unmatched; match_method=unmatched,EFSA
Highlands J virus,Culex tarsalis,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Highlands J virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Aedes aegypti,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Aedes albopictus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Aedes japonicus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Aedes notoscriptus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Aedes purpureus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Aedes vigilax,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Anopheles sinensis,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Culex annulirostris,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Culex annulus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Culex gelidus,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Culex pipiens,mosquito,probable,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
Japanese encephalitis virus,Culex pipiens biotype pipiens,mosquito,candidate,efsa_appendix_g,not specified,EFSA Appendix G,efsa_pathogen=Japanese encephalitis virus; match_confidence=unmatched; match_method=unmatched,EFSA
