"species_name","species_name_canonical","species_role","sdm_needed_for_disease","sdm_available","sdm_species","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","disease_count","disease_names","analysis_unit_ids","tax_ids","vector_group","vector_taxon_rank","best_evidence_level","best_evidence_basis","vector_record_sources","bites_humans","bites_humans_basis","vector_competence_status","transmission_demonstrated","natural_infection_reported","uncertainty_reason","taxonomy_caution","occurrence_status","occurrence_rows_raw","occurrence_rows_clean","passes_min_points","gbif_occurrence_path","local_occurrence_path","combined_occurrence_path","model_status","model_output_path","notes"
"Haemagogus capricorni","Haemagogus capricorni","vector","yes",FALSE,,"pending",58,"combined","gbif-download",1970,2026,20,1,"Yellow fever","master_5",,"mosquito","species","probable","review","lit_review",,"","competent","yes","","",FALSE,"no_source_records",0,0,FALSE,,,,"not_run",,
"Haemagogus equines","Haemagogus equines","vector","yes",FALSE,,"occurrences_ready",59,"combined","gbif-download",1970,2026,20,1,"Yellow fever","master_5",,"mosquito","species","probable","review","lit_review",,"","competent","yes","","",FALSE,"cleaned",304,72,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Haemagogus_equines/combined/cleaned/Haemagogus_equines_cleaned.csv","not_run",,
"Haemagogus mesodentatus","Haemagogus mesodentatus","vector","yes",FALSE,,"occurrences_ready",60,"combined","gbif-download",1970,2026,20,1,"Yellow fever","master_5",,"mosquito","species","probable","review","lit_review",,"","competent","yes","","",FALSE,"cleaned_below_min_points",132,18,FALSE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Haemagogus_mesodentatus/combined/cleaned/Haemagogus_mesodentatus_cleaned.csv","not_run",,
"Haemagogus spegazzinii","Haemagogus spegazzinii","vector","yes",FALSE,,"occurrences_ready",61,"combined","gbif-download",1970,2026,20,1,"Yellow fever","master_5",,"mosquito","species","probable","review","lit_review",,"","competent","yes","","",FALSE,"cleaned",56,26,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Haemagogus_spegazzinii/combined/cleaned/Haemagogus_spegazzinii_cleaned.csv","not_run",,
"Aedes camptorhynchus","Aedes camptorhynchus","vector","yes",FALSE,,"occurrences_ready",62,"combined","gbif-download",1970,2026,20,1,"Zika virus disease","master_3",,"mosquito","species","probable","review","lit_review",TRUE,"blood_meal","mixed","yes","","",FALSE,"cleaned",517,341,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_camptorhynchus/combined/cleaned/Aedes_camptorhynchus_cleaned.csv","not_run",,
"Aedes luteocephalus","Aedes luteocephalus","vector","yes",FALSE,,"occurrences_ready",63,"combined","gbif-download",1970,2026,20,4,"Chikungunya fever; Dengue; Yellow fever; Zika virus disease","master_2; master_3; master_4; master_5",,"mosquito","species","probable","review","lit_review",,"","mixed","yes","yes","",FALSE,"cleaned",189,41,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_luteocephalus/combined/cleaned/Aedes_luteocephalus_cleaned.csv","not_run",,
"Aedes mediovittatus","Aedes mediovittatus","vector","yes",FALSE,,"occurrences_ready",64,"combined","gbif-download",1970,2026,20,1,"Dengue","master_2",,"mosquito","species","probable","lab","lit_review",FALSE,"","mixed","yes","","",FALSE,"cleaned",841,62,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_mediovittatus/combined/cleaned/Aedes_mediovittatus_cleaned.csv","not_run",,
"Aedes vexans meigen","Aedes vexans meigen","vector","yes",FALSE,,"occurrences_ready",65,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","infraspecific","probable","field+lab","lit_review",,"","mixed","mixed","","strain_dependent",FALSE,"cleaned",264636,9488,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_vexans_meigen/combined/cleaned/Aedes_vexans_meigen_cleaned.csv","not_run",,
"Culex pipiens pipiens","Culex pipiens pipiens","vector","yes",FALSE,,"occurrences_ready",66,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","infraspecific","probable","lab","lit_review",,"","mixed","mixed","","mixed_or_debated_evidence|temperature_dependent",FALSE,"cleaned",248858,10055,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_pipiens_pipiens/combined/cleaned/Culex_pipiens_pipiens_cleaned.csv","not_run",,
"Aedes africanus","Aedes africanus","vector","yes",FALSE,,"occurrences_ready",67,"combined","gbif-download",1970,2026,20,4,"Chikungunya fever; Rift Valley fever; Yellow fever; Zika virus disease","master_3; master_4; master_5; master_8",,"mosquito","species","probable","review","lit_review",TRUE,"blood_meal","unclear","yes","yes","field_detection_only",FALSE,"cleaned",335,113,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_africanus/combined/cleaned/Aedes_africanus_cleaned.csv","not_run",,
"Culex bitaeniorhynchus","Culex bitaeniorhynchus","vector","yes",FALSE,,"occurrences_ready",68,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; West Nile fever","master_6; master_8",,"mosquito","species","probable","efsa_appendix_g; review","EFSA; lit_review",TRUE,"blood_meal","unclear","","yes","field_detection_only",FALSE,"cleaned",4767,619,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_bitaeniorhynchus/combined/cleaned/Culex_bitaeniorhynchus_cleaned.csv","not_run",,
"Culex univittatus","Culex univittatus","vector","yes",FALSE,,"occurrences_ready",69,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; West Nile fever","master_6; master_8",,"mosquito","species","probable","efsa_appendix_g; review","EFSA; lit_review; lit_review",TRUE,"blood_meal","unclear","","yes","field_detection_only",FALSE,"cleaned",6092,1501,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_univittatus/combined/cleaned/Culex_univittatus_cleaned.csv","not_run",,
"Mansonia uniformis","Mansonia uniformis","vector","yes",FALSE,,"occurrences_ready",70,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; Zika virus disease","master_3; master_8",,"mosquito","infraspecific","probable","review","lit_review",TRUE,"blood_meal","unclear","","yes","field_detection_only",TRUE,"cleaned",7997,1692,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Mansonia_uniformis/combined/cleaned/Mansonia_uniformis_cleaned.csv","not_run",,
"Aedes ochraceus","Aedes ochraceus","vector","yes",FALSE,,"occurrences_ready",71,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","probable","review","lit_review",TRUE,"blood_meal","unclear","","yes","field_detection_only",FALSE,"cleaned",2804,111,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_ochraceus/combined/cleaned/Aedes_ochraceus_cleaned.csv","not_run",,
"Anopheles squamosus","Anopheles squamosus","vector","yes",FALSE,,"occurrences_ready",72,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","probable","review","lit_review",TRUE,"blood_meal","unclear","","yes","field_detection_only",FALSE,"cleaned",2204,385,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Anopheles_squamosus/combined/cleaned/Anopheles_squamosus_cleaned.csv","not_run",,
"Hyalomma lusitanicum","Hyalomma lusitanicum","vector","yes",FALSE,,"occurrences_ready",73,"combined","gbif-download",1970,2026,20,1,"Crimean-Congo hemorrhagic fever","master_7",,"tick","species","probable","review","lit_review",TRUE,"on_host_occurrence","unclear","","","",FALSE,"cleaned",335,197,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Hyalomma_lusitanicum/combined/cleaned/Hyalomma_lusitanicum_cleaned.csv","not_run",,
"Hyalomma scupense","Hyalomma scupense","vector","yes",FALSE,,"occurrences_ready",74,"combined","gbif-download",1970,2026,20,1,"Crimean-Congo hemorrhagic fever","master_7",,"tick","species","probable","review","lit_review",TRUE,"on_host_occurrence","unclear","","","",FALSE,"cleaned",57,25,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Hyalomma_scupense/combined/cleaned/Hyalomma_scupense_cleaned.csv","not_run",,
"Mansonia africana","Mansonia africana","vector","yes",FALSE,,"occurrences_ready",75,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","probable","review","lit_review",TRUE,"blood_meal","unclear","","yes","field_detection_only",FALSE,"cleaned",5583,745,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Mansonia_africana/combined/cleaned/Mansonia_africana_cleaned.csv","not_run",,
"Aedes hensilli","Aedes hensilli","vector","yes",FALSE,,"pending",76,"combined","gbif-download",1970,2026,20,3,"Chikungunya fever; Dengue; Zika virus disease","master_2; master_3; master_4",,"mosquito","species","probable","field+lab; review","lit_review",,"","unclear","mixed","no","field_detection_only|no_transmission_demonstrated; no_transmission_demonstrated",FALSE,"cleaned_below_min_points",38,2,FALSE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_hensilli/combined/cleaned/Aedes_hensilli_cleaned.csv","not_run",,
"Aedes niveus","Aedes niveus","vector","yes",FALSE,,"pending",77,"combined","gbif-download",1970,2026,20,1,"Dengue","master_2",,"mosquito","species","probable","review","lit_review",,"","unclear","","","",FALSE,"cleaned_below_min_points",14,7,FALSE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_niveus/combined/cleaned/Aedes_niveus_cleaned.csv","not_run",,
"Aedes pembaensis","Aedes pembaensis","vector","yes",FALSE,,"occurrences_ready",78,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","probable","review","lit_review",,"","unclear","","yes","field_detection_only",FALSE,"cleaned",2332,181,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_pembaensis/combined/cleaned/Aedes_pembaensis_cleaned.csv","not_run",,
"Culex restuans","Culex restuans","vector","yes",FALSE,,"occurrences_ready",79,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","species","probable","efsa_appendix_g","EFSA",TRUE,"blood_meal","","","","",FALSE,"cleaned",52938,2116,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_restuans/combined/cleaned/Culex_restuans_cleaned.csv","not_run",,
"Hyalomma impressum","Hyalomma impressum","vector","yes",FALSE,,"pending",80,"combined","gbif-download",1970,2026,20,1,"Crimean-Congo hemorrhagic fever","master_7",,"tick","species","probable","review","lit_review",TRUE,"on_host_occurrence","","","","",FALSE,"no_source_records",0,0,FALSE,,,,"not_run",,
"Hyalomma nitidum","Hyalomma nitidum","vector","yes",FALSE,,"pending",81,"combined","gbif-download",1970,2026,20,1,"Crimean-Congo hemorrhagic fever","master_7",,"tick","species","probable","review","lit_review",,"","","","","",FALSE,"no_source_records",0,0,FALSE,,,,"not_run",,
"Sabethes cyaneus","Sabethes cyaneus","vector","yes",FALSE,,"occurrences_ready",82,"combined","gbif-download",1970,2026,20,1,"Yellow fever","master_5",,"mosquito","species","probable","review","lit_review",,"","","","","",FALSE,"cleaned",138,42,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Sabethes_cyaneus/combined/cleaned/Sabethes_cyaneus_cleaned.csv","not_run",,
"Sabethes soperi","Sabethes soperi","vector","yes",FALSE,,"occurrences_ready",83,"combined","gbif-download",1970,2026,20,1,"Yellow fever","master_5",,"mosquito","species","probable","review","lit_review",,"","","","","",FALSE,"cleaned_below_min_points",60,14,FALSE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Sabethes_soperi/combined/cleaned/Sabethes_soperi_cleaned.csv","not_run",,
"Aedes triseriatus","Aedes triseriatus","vector","yes",FALSE,,"occurrences_ready",84,"combined","gbif-download",1970,2026,20,4,"Chikungunya fever; Rift Valley fever; West Nile fever; Zika virus disease","master_3; master_4; master_6; master_8",,"mosquito","species","candidate","efsa_appendix_g; review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",21378,2335,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_triseriatus/combined/cleaned/Aedes_triseriatus_cleaned.csv","not_run",,
"Aedes vexans","Aedes vexans","vector","yes",FALSE,,"occurrences_ready",85,"combined","gbif-download",1970,2026,20,4,"Chikungunya fever; Rift Valley fever; West Nile fever; Zika virus disease","master_3; master_4; master_6; master_8",,"mosquito","species","candidate","field+lab; review","EFSA; lit_review; lit_review",TRUE,"blood_meal","competent","yes","yes","low_competence_or_efficiency|population_dependent; temperature_dependent",FALSE,"cleaned",521886,9872,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_vexans/combined/cleaned/Aedes_vexans_cleaned.csv","not_run",,
"Aedes vittatus","Aedes vittatus","vector","yes",FALSE,,"occurrences_ready",86,"combined","gbif-download",1970,2026,20,4,"Chikungunya fever; Dengue; Yellow fever; Zika virus disease","master_2; master_3; master_4; master_5",,"mosquito","species","candidate","review","lit_review",TRUE,"blood_meal","competent","yes","yes","",FALSE,"cleaned",1327,167,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_vittatus/combined/cleaned/Aedes_vittatus_cleaned.csv","not_run",,
"Aedes japonicus","Aedes japonicus","vector","yes",FALSE,,"occurrences_ready",87,"combined","gbif-download",1970,2026,20,3,"Dengue; West Nile fever; Zika virus disease","master_2; master_3; master_6",,"mosquito","species","candidate","efsa_appendix_g; review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","temperature_dependent",FALSE,"cleaned",36103,4613,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_japonicus/combined/cleaned/Aedes_japonicus_cleaned.csv","not_run",,
"Aedes notoscriptus","Aedes notoscriptus","vector","yes",FALSE,,"occurrences_ready",88,"combined","gbif-download",1970,2026,20,3,"Chikungunya fever; West Nile fever; Zika virus disease","master_3; master_4; master_6",,"mosquito","species","candidate","lab; review","EFSA; lit_review; lit_review",TRUE,"blood_meal","competent","yes","","mixed_or_debated_evidence",FALSE,"cleaned",3846,1925,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_notoscriptus/combined/cleaned/Aedes_notoscriptus_cleaned.csv","not_run",,
"Aedes taeniorhynchus","Aedes taeniorhynchus","vector","yes",FALSE,,"occurrences_ready",89,"combined","gbif-download",1970,2026,20,3,"Rift Valley fever; West Nile fever; Yellow fever","master_5; master_6; master_8",,"mosquito","species","candidate","efsa_appendix_g; field; review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","yes","temperature_dependent",FALSE,"cleaned",32029,1045,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_taeniorhynchus/combined/cleaned/Aedes_taeniorhynchus_cleaned.csv","not_run",,
"Culex salinarius","Culex salinarius","vector","yes",FALSE,,"occurrences_ready",90,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; West Nile fever","master_6; master_8",,"mosquito","species","candidate","efsa_appendix_g; review","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",60031,2245,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_salinarius/combined/cleaned/Culex_salinarius_cleaned.csv","not_run",,
"Culiseta inornata","Culiseta inornata","vector","yes",FALSE,,"occurrences_ready",91,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; West Nile fever","master_6; master_8",,"mosquito","species","candidate","efsa_appendix_g; lab","EFSA; EFSA; lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",72164,2733,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culiseta_inornata/combined/cleaned/Culiseta_inornata_cleaned.csv","not_run",,
"Haemaphysalis concinna","Haemaphysalis concinna","vector","yes",FALSE,,"occurrences_ready",92,"combined","gbif-download",1970,2026,20,2,"Crimean-Congo hemorrhagic fever; Tick-borne encephalitis","master_23; master_7",,"tick","species","candidate","review","lit_review",TRUE,"on_host_occurrence","competent","yes","yes","",FALSE,"cleaned",231,153,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Haemaphysalis_concinna/combined/cleaned/Haemaphysalis_concinna_cleaned.csv","not_run",,
"Verrallina funerea","Verrallina funerea","vector","yes",FALSE,,"occurrences_ready",93,"combined","gbif-download",1970,2026,20,2,"Chikungunya fever; West Nile fever","master_4; master_6",,"mosquito","species","candidate","efsa_appendix_g; lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",291,95,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Verrallina_funerea/combined/cleaned/Verrallina_funerea_cleaned.csv","not_run",,
"Aedes atlanticus","Aedes atlanticus","vector","yes",FALSE,,"occurrences_ready",94,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","candidate","review","lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",12783,740,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_atlanticus/combined/cleaned/Aedes_atlanticus_cleaned.csv","not_run",,
"Aedes cantator","Aedes cantator","vector","yes",FALSE,,"occurrences_ready",95,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","candidate","review","lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",979,185,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_cantator/combined/cleaned/Aedes_cantator_cleaned.csv","not_run",,
"Culex gelidus","Culex gelidus","vector","yes",FALSE,,"occurrences_ready",96,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","species","candidate","lab","EFSA; lit_review",TRUE,"blood_meal","competent","yes","","",FALSE,"cleaned",1115,260,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_gelidus/combined/cleaned/Culex_gelidus_cleaned.csv","not_run",,
"Aedes furcifer","Aedes furcifer","vector","yes",FALSE,,"occurrences_ready",97,"combined","gbif-download",1970,2026,20,4,"Chikungunya fever; Dengue; Yellow fever; Zika virus disease","master_2; master_3; master_4; master_5",,"mosquito","species","candidate","review","lit_review",,"","competent","yes","yes","field_detection_only",FALSE,"cleaned_below_min_points",34,15,FALSE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_furcifer/combined/cleaned/Aedes_furcifer_cleaned.csv","not_run",,
"Culex pipiens biotype pipiens","Culex pipiens biotype pipiens","vector","yes",FALSE,,"occurrences_ready",98,"combined","gbif-download",1970,2026,20,3,"Rift Valley fever; West Nile fever; Zika virus disease","master_3; master_6; master_8",,"mosquito","infraspecific","candidate","efsa_appendix_g; review","EFSA; EFSA; lit_review; lit_review",,"","competent","yes","","strain_dependent; temperature_dependent",FALSE,"cleaned",248848,10054,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_pipiens_biotype_pipiens/combined/cleaned/Culex_pipiens_biotype_pipiens_cleaned.csv","not_run",,
"Haemaphysalis inermis","Haemaphysalis inermis","vector","yes",FALSE,,"occurrences_ready",99,"combined","gbif-download",1970,2026,20,2,"Crimean-Congo hemorrhagic fever; Tick-borne encephalitis","master_23; master_7",,"tick","species","candidate","review","lit_review",,"","competent","yes","","",FALSE,"cleaned",57,35,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Haemaphysalis_inermis/combined/cleaned/Haemaphysalis_inermis_cleaned.csv","not_run",,
"Aedes fulgens","Aedes fulgens","vector","yes",FALSE,,"occurrences_ready",100,"combined","gbif-download",1970,2026,20,1,"Chikungunya fever","master_4",,"mosquito","species","candidate","review","lit_review",,"","competent","yes","","",FALSE,"cleaned_below_min_points",25,3,FALSE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_fulgens/combined/cleaned/Aedes_fulgens_cleaned.csv","not_run",,
"Aedes geniculatus","Aedes geniculatus","vector","yes",FALSE,,"occurrences_ready",101,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","species","candidate","review","lit_review",FALSE,"","competent","yes","","",FALSE,"cleaned",3146,1206,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Aedes_geniculatus/combined/cleaned/Aedes_geniculatus_cleaned.csv","not_run",,
"Eretmapodites chrysogaster","Eretmapodites chrysogaster","vector","yes",FALSE,,"occurrences_ready",102,"combined","gbif-download",1970,2026,20,1,"Chikungunya fever","master_4",,"mosquito","species","candidate","review","lit_review",,"","competent","yes","","",FALSE,"cleaned",189,67,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Eretmapodites_chrysogaster/combined/cleaned/Eretmapodites_chrysogaster_cleaned.csv","not_run",,
"Mansonia dyari","Mansonia dyari","vector","yes",FALSE,,"occurrences_ready",103,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","species","candidate","review","lit_review",,"","competent","yes","","",FALSE,"cleaned",9890,329,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Mansonia_dyari/combined/cleaned/Mansonia_dyari_cleaned.csv","not_run",,
"Ochlerotatus dorsalis","Ochlerotatus dorsalis","vector","yes",FALSE,,"occurrences_ready",104,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","species","candidate","lab","lit_review",,"","competent","yes","","low_competence_or_efficiency",FALSE,"cleaned",15551,618,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Ochlerotatus_dorsalis/combined/cleaned/Ochlerotatus_dorsalis_cleaned.csv","not_run",,
"Ochlerotatus melanimon","Ochlerotatus melanimon","vector","yes",FALSE,,"occurrences_ready",105,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","species","candidate","lab","lit_review",,"","competent","yes","","low_competence_or_efficiency",FALSE,"cleaned",1844,223,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Ochlerotatus_melanimon/combined/cleaned/Ochlerotatus_melanimon_cleaned.csv","not_run",,
"Opifex fuscus","Opifex fuscus","vector","yes",FALSE,,"occurrences_ready",106,"combined","gbif-download",1970,2026,20,1,"Chikungunya fever","master_4",,"mosquito","species","candidate","review","lit_review",,"","competent","yes","","",FALSE,"cleaned",148,24,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Opifex_fuscus/combined/cleaned/Opifex_fuscus_cleaned.csv","not_run",,
"Anopheles plumbeus","Anopheles plumbeus","vector","yes",FALSE,,"occurrences_ready",107,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","species","candidate","review","lit_review",TRUE,"blood_meal","mixed","mixed","","limited_or_indirect_support|no_transmission_demonstrated",FALSE,"cleaned",3138,1201,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Anopheles_plumbeus/combined/cleaned/Anopheles_plumbeus_cleaned.csv","not_run",,
"Rhipicephalus sanguineus","Rhipicephalus sanguineus","vector","yes",FALSE,,"occurrences_ready",108,"combined","gbif-download",1970,2026,20,1,"Crimean-Congo hemorrhagic fever","master_7",,"tick","species","candidate","review","lit_review",TRUE,"on_host_occurrence","mixed","mixed","mixed","field_detection_only|mixed_or_debated_evidence",FALSE,"cleaned",8938,1245,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Rhipicephalus_sanguineus/combined/cleaned/Rhipicephalus_sanguineus_cleaned.csv","not_run",,
"Culex pipiens biotype molestus","Culex pipiens biotype molestus","vector","yes",FALSE,,"occurrences_ready",109,"combined","gbif-download",1970,2026,20,3,"Rift Valley fever; West Nile fever; Zika virus disease","master_3; master_6; master_8",,"mosquito","infraspecific","candidate","efsa_appendix_g; review","EFSA; EFSA; lit_review; lit_review",,"","mixed","mixed","","mixed_or_debated_evidence|strain_dependent|temperature_dependent; temperature_dependent",FALSE,"cleaned",248848,10054,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_pipiens_biotype_molestus/combined/cleaned/Culex_pipiens_biotype_molestus_cleaned.csv","not_run",,
"Culex pipiens biotype pipiens x biotype molestus","Culex pipiens biotype pipiens x biotype molestus","vector","yes",FALSE,,"pending",110,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; West Nile fever","master_6; master_8",,"mosquito","hybrid","candidate","efsa_appendix_g","EFSA",,"","mixed","mixed","","mixed_or_debated_evidence|temperature_dependent",FALSE,"no_source_records",0,0,FALSE,,,,"not_run",,
"Culex pipiens s l","Culex pipiens s l","vector","yes",FALSE,,"occurrences_ready",111,"combined","gbif-download",1970,2026,20,2,"Rift Valley fever; West Nile fever","master_6; master_8",,"mosquito","sensu_lato","candidate","efsa_appendix_g; review","EFSA; EFSA; lit_review",,"","mixed","mixed","yes","strain_dependent",FALSE,"cleaned",248848,10054,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_pipiens_s_l/combined/cleaned/Culex_pipiens_s_l_cleaned.csv","not_run",,
"Culex pipiens quinquefasciatus","Culex pipiens quinquefasciatus","vector","yes",FALSE,,"occurrences_ready",112,"combined","gbif-download",1970,2026,20,1,"West Nile fever","master_6",,"mosquito","infraspecific","candidate","lab","lit_review",,"","mixed","mixed","","population_dependent",FALSE,"cleaned",511,90,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_pipiens_quinquefasciatus/combined/cleaned/Culex_pipiens_quinquefasciatus_cleaned.csv","not_run",,
"Culex quinquefasciatus say","Culex quinquefasciatus say","vector","yes",FALSE,,"occurrences_ready",113,"combined","gbif-download",1970,2026,20,1,"Rift Valley fever","master_8",,"mosquito","infraspecific","candidate","lab","lit_review",,"","mixed","mixed","","strain_dependent",FALSE,"cleaned",54463,6658,TRUE,,,"/Volumes/LaCie/new_global_maxent/sdms/runs_artur/vector_sdm_push/occurrences/Culex_quinquefasciatus_say/combined/cleaned/Culex_quinquefasciatus_say_cleaned.csv","not_run",,
