Host,Virus,PHEIC risk,Pathogens,Disease_name,previous_name,msl39_viral_name,in_gibb_etal,in_empres_i,Virion_VirusName,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,VirusTaxID,VirusGenus,VirusFamily,VirusOrder,VirusClass,DetectionMethod,HostFlagID,high_quality_detection,downstream_default_include,downstream_review_reason
homo sapiens,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,9606,homo,hominidae,primates,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
mus musculus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,10090,mus,muridae,rodentia,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
dermanura phaeotis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,40229,dermanura,phyllostomidae,chiroptera,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sturnira parvidens,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,196700,sturnira,phyllostomidae,chiroptera,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
peropteryx macrotis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,249015,peropteryx,emballonuridae,chiroptera,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
glossophaga mutica,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,2994998,glossophaga,phyllostomidae,chiroptera,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
molossus nigricans,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,alphavirus chikungunya,2997257,molossus,molossidae,chiroptera,mammalia,3426298,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rousettus aegyptiacus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9407,rousettus,pteropodidae,chiroptera,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rousettus leschenaultii,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9408,rousettus,pteropodidae,chiroptera,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
galago senegalensis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9465,galago,galagidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
galago senegalensis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9465,galago,galagidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
chlorocebus aethiops,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9534,chlorocebus,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
chlorocebus aethiops,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9534,chlorocebus,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
erythrocebus patas,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9538,erythrocebus,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
macaca fascicularis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9541,macaca,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
macaca fascicularis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9541,macaca,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
macaca mulatta,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9544,macaca,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
papio hamadryas,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9557,papio,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
papio hamadryas,chikungunya virus,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9557,Papio,Cercopithecidae,Primates,Mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
gorilla gorilla,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9593,gorilla,hominidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
pan troglodytes,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9598,pan,hominidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
pan troglodytes,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9598,pan,hominidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
homo sapiens,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9606,homo,hominidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
homo sapiens,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9606,homo,hominidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
homo sapiens,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,9606,homo,hominidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
mus musculus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,10090,mus,muridae,rodentia,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
mastomys natalensis,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,10112,mastomys,muridae,rodentia,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
rattus rattus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,10117,rattus,muridae,rodentia,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
eulemur fulvus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,13515,eulemur,lemuridae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
cercopithecus ascanius,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,36223,cercopithecus,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
cercopithecus ascanius,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,36223,cercopithecus,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
papio ursinus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,36229,papio,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
papio ursinus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,36229,papio,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
passer luteus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,58821,passer,passeridae,passeriformes,aves,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
chlorocebus pygerythrus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,60710,chlorocebus,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
papio papio,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,100937,papio,cercopithecidae,primates,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
scotophilus kuhlii,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,153297,scotophilus,vespertilionidae,chiroptera,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
mops pumilus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,242384,mops,molossidae,chiroptera,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
hipposideros caffer,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,302402,hipposideros,hipposideridae,chiroptera,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
xerus erythropus,alphavirus chikungunya,High,Alphavirus chikungunya,Chikungunya fever,Chikungunya virus,Alphavirus chikungunya,TRUE,FALSE,chikungunya virus,327507,xerus,sciuridae,rodentia,mammalia,37124,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
caiman crocodilus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,8499,caiman,alligatoridae,crocodylia,NA,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
iguana iguana,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,8517,iguana,iguanidae,squamata,lepidosauria,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
gallus gallus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9031,gallus,phasianidae,galliformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
meleagris gallopavo,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9103,meleagris,phasianidae,galliformes,aves,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
didelphis virginiana,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9267,didelphis,didelphidae,didelphimorphia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
didelphis marsupialis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9268,didelphis,didelphidae,didelphimorphia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
didelphis marsupialis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9268,didelphis,didelphidae,didelphimorphia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
philander opossum,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9272,philander,didelphidae,didelphimorphia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
dasypus novemcinctus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9361,dasypus,dasypodidae,cingulata,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
artibeus jamaicensis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9417,artibeus,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
desmodus rotundus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9430,desmodus,phyllostomidae,chiroptera,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
sapajus apella,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9515,sapajus,cebidae,primates,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
homo sapiens,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9606,homo,hominidae,primates,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
homo sapiens,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9606,homo,hominidae,primates,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
homo sapiens,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9606,homo,hominidae,primates,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
canis lupus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9612,canis,canidae,carnivora,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
canis latrans,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9614,canis,canidae,carnivora,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
vulpes macrotis,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9630,vulpes,canidae,carnivora,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
ursus americanus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9643,ursus,ursidae,carnivora,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
procyon lotor,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9654,procyon,procyonidae,carnivora,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
equus asinus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9793,equus,equidae,perissodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
equus caballus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9796,equus,equidae,perissodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
equus caballus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9796,equus,equidae,perissodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
equus caballus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9796,equus,equidae,perissodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sus scrofa,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9823,sus,suidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
sus scrofa,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9823,sus,suidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
dicotyles tajacu,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9829,dicotyles,tayassuidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
odocoileus virginianus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9874,odocoileus,cervidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
bos taurus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9913,bos,bovidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
bos taurus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9913,bos,bovidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
capra hircus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9925,capra,bovidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
ovis aries,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9940,ovis,bovidae,artiodactyla,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
sylvilagus floridanus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,9988,sylvilagus,leporidae,lagomorpha,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
peromyscus maniculatus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,10042,peromyscus,cricetidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
mus musculus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,10090,mus,muridae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
mus musculus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,10090,mus,muridae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rattus norvegicus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,10116,rattus,muridae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rattus rattus,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,10117,rattus,muridae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
proechimys guairae,venezuelan equine encephalitis virus,High,Alphavirus venezuelan,Venezuelan equine encephalitis,Venezuelan equine encephalitis virus,Alphavirus venezuelan,FALSE,TRUE,venezuelan equine encephalitis virus,10163,proechimys,echimyidae,rodentia,mammalia,11036,alphavirus,togaviridae,martellivirales,alsuviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
