Host,Virus,PHEIC risk,Pathogens,Disease_name,previous_name,msl39_viral_name,in_gibb_etal,in_empres_i,Virion_VirusName,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,VirusTaxID,VirusGenus,VirusFamily,VirusOrder,VirusClass,DetectionMethod,HostFlagID,high_quality_detection,downstream_default_include,downstream_review_reason
larus brachyrhynchus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,666865,larus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
ixobrychus eurhythmus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,670346,ixobrychus,ardeidae,pelecaniformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
leucophaeus pipixcan,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,690715,leucophaeus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pusa caspica,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,693431,pusa,phocidae,carnivora,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
corvus splendens,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,701737,corvus,corvidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
meles leucurus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,702266,meles,mustelidae,carnivora,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
leucocarbo georgianus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,732180,leucocarbo,phalacrocoracidae,suliformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
drymotoxeres pucheranii,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,761979,drymotoxeres,dendrocolaptidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anarhynchus nivosus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,985688,anarhynchus,charadriidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lonchura atricapilla,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1036803,lonchura,estrildidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
setophaga auduboni,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1037455,setophaga,parulidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pelecanus thagus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1108811,pelecanus,pelecanidae,pelecaniformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
equus ferus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1114792,equus,equidae,perissodactyla,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
coccycua minuta,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1118526,coccycua,cuculidae,cuculiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
cercopithecus kandti,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1137481,cercopithecus,cercopithecidae,primates,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
aythya baeri,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1177618,aythya,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus cirrocephalus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1192863,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus ridibundus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1192867,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
ichthyaetus melanocephalus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1288290,ichthyaetus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
cygnus columbianus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1450144,cygnus,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
leucophaeus modestus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1471025,leucophaeus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
microcarbo niger,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1517963,microcarbo,phalacrocoracidae,suliformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
microcarbo coronatus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1523041,microcarbo,phalacrocoracidae,suliformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus genei,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1569666,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sarkidiornis sylvicola,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1577981,sarkidiornis,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
melanitta americana,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1581554,melanitta,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anastomus oscitans,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1706835,anastomus,ciconiidae,ciconiiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anatidae sp.,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1867944,NA,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chloris sinica,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1897774,chloris,fringillidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
antigone canadensis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,1977160,antigone,gruidae,gruiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus novaehollandiae,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2547444,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
montifringilla henrici,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2557930,montifringilla,passeridae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
haematopus moquini,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2587770,haematopus,haematopodidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
agropsar sturninus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2675479,agropsar,sturnidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
circus hudsonius,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2709557,circus,accipitridae,accipitriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
antigone vipio,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2717088,antigone,gruidae,gruiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus brunnicephalus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,2772041,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus philadelphia,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,3149563,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
leptoptilos crumenifer,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,3150064,leptoptilos,ciconiidae,ciconiiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
spodiopsar sericeus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,3151063,spodiopsar,sturnidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
leucopleurus acutus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,3371109,leucopleurus,delphinidae,artiodactyla,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
larus sp.,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,3435965,larus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
crocodylus niloticus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8501,crocodylus,crocodylidae,crocodylia,NA,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
dromaius novaehollandiae,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8790,dromaius,dromaiidae,casuariiformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
struthio camelus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8801,struthio,struthionidae,struthioniformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
struthio camelus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8801,struthio,struthionidae,struthioniformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
struthio camelus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8801,struthio,struthionidae,struthioniformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
aix galericulata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8832,aix,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
aix sponsa,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8833,aix,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
aix sponsa,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8833,aix,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anas capensis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8837,anas,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
mareca penelope,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8838,mareca,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
mareca penelope,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8838,mareca,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anas platyrhynchos,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8839,anas,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
anas platyrhynchos,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8839,anas,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
anas platyrhynchos,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8839,anas,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anas platyrhynchos,influenza a virus,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8839,Anas,Anatidae,Anseriformes,Aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anser anser,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H7N9),Influenza (H7N9 avian influenza),Influenza A,Alphainfluenzavirus influenzae,FALSE,FALSE,alphainfluenzavirus influenzae,8843,anser,anatidae,anseriformes,aves,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
