vector_modelling_feature_id,disease_name,species_role,species_name,tax_id,vector_group,vector_taxon_rank,vector_join_key,best_evidence_level,best_evidence_basis,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,bites_humans,bites_humans_known,bites_humans_true,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,taxonomy_ok,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,vector_evidence_missingness_reason,feature_rule_version
crimean congo hemorrhagic fever|rhipicephalus rossicus|NA,Crimean-Congo hemorrhagic fever,vector,rhipicephalus rossicus,,tick,species,rhipicephalus rossicus,candidate,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
crimean congo hemorrhagic fever|rhipicephalus sanguineus|NA,Crimean-Congo hemorrhagic fever,vector,rhipicephalus sanguineus,,tick,species,rhipicephalus sanguineus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,mixed,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
crimean congo hemorrhagic fever|rhipicephalus spp|NA,Crimean-Congo hemorrhagic fever,vector,rhipicephalus spp,,tick,genus_only,rhipicephalus spp,candidate,review,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
crimean congo hemorrhagic fever|rhipicephalus turanicus|NA,Crimean-Congo hemorrhagic fever,vector,rhipicephalus turanicus,,tick,species,rhipicephalus turanicus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes aegypti|NA,Dengue,vector,aedes aegypti,,mosquito,species,aedes aegypti,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,primary_vector|urban_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
dengue|aedes albopictus|NA,Dengue,vector,aedes albopictus,,mosquito,species,aedes albopictus,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,primary_vector|secondary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
dengue|aedes cretinus|NA,Dengue,vector,aedes cretinus,,mosquito,species,aedes cretinus,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes furcifer|NA,Dengue,vector,aedes furcifer,,mosquito,species,aedes furcifer,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,,,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes hensilli|NA,Dengue,vector,aedes hensilli,,mosquito,species,aedes hensilli,weak,field+lab,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes japonicus|NA,Dengue,vector,aedes japonicus,,mosquito,species,aedes japonicus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes luteocephalus|NA,Dengue,vector,aedes luteocephalus,,mosquito,species,aedes luteocephalus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,,,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes malayensis|NA,Dengue,vector,aedes malayensis,,mosquito,species,aedes malayensis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,,,candidate_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes mediovittatus|NA,Dengue,vector,aedes mediovittatus,,mosquito,species,aedes mediovittatus,probable,lab,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,mixed,yes,,candidate_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes niveus|NA,Dengue,vector,aedes niveus,,mosquito,species,aedes niveus,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,secondary_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes polynesiensis|NA,Dengue,vector,aedes polynesiensis,,mosquito,species,aedes polynesiensis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,primary_vector|secondary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes pseudoscutellaris|NA,Dengue,vector,aedes pseudoscutellaris,,mosquito,species,aedes pseudoscutellaris,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes scutellaris|NA,Dengue,vector,aedes scutellaris,,mosquito,species,aedes scutellaris,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes taylori|NA,Dengue,vector,aedes taylori,,mosquito,species,aedes taylori,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,,,primary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|aedes vittatus|NA,Dengue,vector,aedes vittatus,,mosquito,species,aedes vittatus,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,,,primary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
dengue|culex quinquefasciatus|NA,Dengue,vector,culex quinquefasciatus,,mosquito,species,culex quinquefasciatus,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
oropouche fever|aedes aegypti|NA,Oropouche fever,vector,aedes aegypti,,mosquito,species,aedes aegypti,candidate,field,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
oropouche fever|aedes albopictus|NA,Oropouche fever,vector,aedes albopictus,,mosquito,species,aedes albopictus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
oropouche fever|aedes scapularis|NA,Oropouche fever,vector,aedes scapularis,,mosquito,species,aedes scapularis,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
oropouche fever|aedes serratus|NA,Oropouche fever,vector,aedes serratus,,mosquito,species,aedes serratus,candidate; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector|secondary_vector|sylvatic_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
oropouche fever|coquillettidia venezuelensis|NA,Oropouche fever,vector,coquillettidia venezuelensis,,mosquito,species,coquillettidia venezuelensis,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector|secondary_vector|sylvatic_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
oropouche fever|culex pipiens|NA,Oropouche fever,vector,culex pipiens,,mosquito,species,culex pipiens,weak,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
oropouche fever|culex quinquefasciatus|NA,Oropouche fever,vector,culex quinquefasciatus,,mosquito,species,culex quinquefasciatus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,candidate_vector|secondary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
oropouche fever|culex tarsalis|NA,Oropouche fever,vector,culex tarsalis,,mosquito,species,culex tarsalis,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
oropouche fever|culicoides|NA,Oropouche fever,vector,culicoides,,midge,genus_only,culicoides,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,candidate_vector|sylvatic_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
oropouche fever|culicoides insignis|NA,Oropouche fever,vector,culicoides insignis,,midge,species,culicoides insignis,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
oropouche fever|culicoides paraensis|NA,Oropouche fever,vector,culicoides paraensis,,midge,species,culicoides paraensis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,primary_vector|urban_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; natural_infection_unknown,vector_tier_rules_v0_1
oropouche fever|culicoides sonorensis|NA,Oropouche fever,vector,culicoides sonorensis,,midge,species,culicoides sonorensis,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,candidate_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; natural_infection_unknown,vector_tier_rules_v0_1
oropouche fever|limatus durhamii|NA,Oropouche fever,vector,limatus durhamii,,mosquito,species,limatus durhamii,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
oropouche fever|ochlerotatus serratus|NA,Oropouche fever,vector,ochlerotatus serratus,,mosquito,species,ochlerotatus serratus,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
oropouche fever|psorophora ferox|NA,Oropouche fever,vector,psorophora ferox,,mosquito,species,psorophora ferox,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,not_competent,no,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|aetheca wagneri|NA,Plague,vector,aetheca wagneri,,flea,species,aetheca wagneri,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|citellophilus tesquorum|NA,Plague,vector,citellophilus tesquorum,,flea,species,citellophilus tesquorum,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
plague|citellophilus tesquorum altaicus|NA,Plague,vector,citellophilus tesquorum altaicus,,flea,infraspecific,citellophilus tesquorum altaicus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
plague|ctenocephalides felis|NA,Plague,vector,ctenocephalides felis,,flea,species,ctenocephalides felis,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,mixed,mixed,yes,,FALSE,FALSE,FALSE,FALSE,FALSE,excluded,vector_v0_1,taxonomy_caution; tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
plague|echidnophaga gallinaceus|NA,Plague,vector,echidnophaga gallinaceus,,flea,species,echidnophaga gallinaceus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|epitedia eumolpi|NA,Plague,vector,epitedia eumolpi,,flea,species,epitedia eumolpi,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|epitedia wenmanni|NA,Plague,vector,epitedia wenmanni,,flea,species,epitedia wenmanni,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|hoplopsyllus anomalus|NA,Plague,vector,hoplopsyllus anomalus,,flea,species,hoplopsyllus anomalus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|hystrichopsylla linsdalei|NA,Plague,vector,hystrichopsylla linsdalei,,flea,species,hystrichopsylla linsdalei,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|malaraeus telchinum|NA,Plague,vector,malaraeus telchinum,,flea,species,malaraeus telchinum,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|megabothris abantis|NA,Plague,vector,megabothris abantis,,flea,species,megabothris abantis,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|neopsylla setosa|NA,Plague,vector,neopsylla setosa,,flea,species,neopsylla setosa,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
plague|nosopsyllus fasciatus|NA,Plague,vector,nosopsyllus fasciatus,,flea,species,nosopsyllus fasciatus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|opisodasys nesiotis|NA,Plague,vector,opisodasys nesiotis,,flea,species,opisodasys nesiotis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|orchopeas sexdentatus|NA,Plague,vector,orchopeas sexdentatus,,flea,species,orchopeas sexdentatus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla bruneri|NA,Plague,vector,oropsylla bruneri,,flea,species,oropsylla bruneri,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla hirsuta|NA,Plague,vector,oropsylla hirsuta,,flea,species,oropsylla hirsuta,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla idahoensis|NA,Plague,vector,oropsylla idahoensis,,flea,species,oropsylla idahoensis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla labis|NA,Plague,vector,oropsylla labis,,flea,species,oropsylla labis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla montana|NA,Plague,vector,oropsylla montana,,flea,species,oropsylla montana,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla rupestris|NA,Plague,vector,oropsylla rupestris,,flea,species,oropsylla rupestris,confirmed,review,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla tuberculata|NA,Plague,vector,oropsylla tuberculata,,flea,species,oropsylla tuberculata,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,FALSE,FALSE,FALSE,FALSE,FALSE,excluded,vector_v0_1,taxonomy_caution; tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|oropsylla tuberculata cynomuris|NA,Plague,vector,oropsylla tuberculata cynomuris,,flea,infraspecific,oropsylla tuberculata cynomuris,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|paradoxopsyllus curvispinus|NA,Plague,vector,paradoxopsyllus curvispinus,,flea,species,paradoxopsyllus curvispinus,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
plague|paradoxopsyllus custodis|NA,Plague,vector,paradoxopsyllus custodis,,flea,species,paradoxopsyllus custodis,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,epizootic_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown,vector_tier_rules_v0_1
plague|paradoxopsyllus dashidorzhii|NA,Plague,vector,paradoxopsyllus dashidorzhii,,flea,species,paradoxopsyllus dashidorzhii,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
plague|paradoxopsyllus hesperius kalabukhovi|NA,Plague,vector,paradoxopsyllus hesperius kalabukhovi,,flea,infraspecific,paradoxopsyllus hesperius kalabukhovi,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,secondary_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown,vector_tier_rules_v0_1
plague|paradoxopsyllus repandus|NA,Plague,vector,paradoxopsyllus repandus,,flea,species,paradoxopsyllus repandus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
plague|paradoxopsyllus scorodumovi|NA,Plague,vector,paradoxopsyllus scorodumovi,,flea,species,paradoxopsyllus scorodumovi,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
plague|paradoxopsyllus teretifrons|NA,Plague,vector,paradoxopsyllus teretifrons,,flea,species,paradoxopsyllus teretifrons,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
plague|pleochaetis exilis|NA,Plague,vector,pleochaetis exilis,,flea,species,pleochaetis exilis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|polygenis bohlsi bohlsi|NA,Plague,vector,polygenis bohlsi bohlsi,,flea,infraspecific,polygenis bohlsi bohlsi,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
plague|polygenis bohlsi jordani|NA,Plague,vector,polygenis bohlsi jordani,,flea,infraspecific,polygenis bohlsi jordani,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
plague|polygenis gwyni|NA,Plague,vector,polygenis gwyni,,flea,species,polygenis gwyni,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|polygenis tripus|NA,Plague,vector,polygenis tripus,,flea,species,polygenis tripus,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,mixed,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
plague|pulex irritans|NA,Plague,vector,pulex irritans,,flea,species,pulex irritans,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,mixed,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
plague|rhadinopsylla daurica|NA,Plague,vector,rhadinopsylla daurica,,flea,species,rhadinopsylla daurica,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|rhadinopsylla rothschildi|NA,Plague,vector,rhadinopsylla rothschildi,,flea,species,rhadinopsylla rothschildi,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
plague|thrassis acamantis|NA,Plague,vector,thrassis acamantis,,flea,species,thrassis acamantis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
