role_modelling_feature_id,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,profile_group_proxy,feature_rule_version,taxonomy_ok,host_detection_tier,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,host_evidence_missingness_reason
hepatitis e|rattus tanezumi|35732,Hepatitis E,host,Rattus tanezumi,35732,mammalia,rodentia,muridae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|rattus tiomanicus|83755,Hepatitis E,host,Rattus tiomanicus,83755,mammalia,rodentia,muridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|sigmodon hispidus|42415,Hepatitis E,host,Sigmodon hispidus,42415,mammalia,rodentia,cricetidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|suncus murinus|9378,Hepatitis E,host,Suncus murinus,9378,mammalia,eulipotyphla,soricidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|sundamys muelleri|83761,Hepatitis E,host,Sundamys muelleri,83761,mammalia,rodentia,muridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|sus scrofa|1611880,Hepatitis E,host,Sus scrofa,1611880,mammalia,artiodactyla,suidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|sus scrofa|375578,Hepatitis E,host,Sus scrofa,375578,mammalia,artiodactyla,suidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|sus scrofa|9823,Hepatitis E,host,Sus scrofa,9823,mammalia,artiodactyla,suidae,Antibodies; Isolation/Observation; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|sus scrofa|9825,Hepatitis E,host,Sus scrofa,9825,mammalia,artiodactyla,suidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|ursus thibetanus|9642,Hepatitis E,host,Ursus thibetanus,9642,mammalia,carnivora,ursidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|urva javanica|140016,Hepatitis E,host,Urva javanica,140016,mammalia,carnivora,herpestidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|balearica regulorum|925459,Hepatitis E,host,balearica regulorum,925459,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|bandicota bengalensis|69079,Hepatitis E,host,bandicota bengalensis,69079,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|bison bison|9901,Hepatitis E,host,bison bison,9901,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|clethrionomys gapperi|473866,Hepatitis E,host,clethrionomys gapperi,473866,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|dama dama|30532,Hepatitis E,host,dama dama,30532,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|elaphodus cephalophus|109298,Hepatitis E,host,elaphodus cephalophus,109298,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|giraffa camelopardalis|9894,Hepatitis E,host,giraffa camelopardalis,9894,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|muntiacus reevesi|9886,Hepatitis E,host,muntiacus reevesi,9886,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|neotoma albigula|42408,Hepatitis E,host,neotoma albigula,42408,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|neotoma mexicana|105149,Hepatitis E,host,neotoma mexicana,105149,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|neotoma micropus|105150,Hepatitis E,host,neotoma micropus,105150,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|oryzomys palustris|37020,Hepatitis E,host,oryzomys palustris,37020,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|rattus exulans|34854,Hepatitis E,host,rattus exulans,34854,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|rattus pyctoris|583359,Hepatitis E,host,rattus pyctoris,583359,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
hepatitis e|rucervus duvaucelii|43328,Hepatitis E,host,rucervus duvaucelii,43328,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|accipiter cooperii|261198,Influenza (H5N1 avian influenza),host,Accipiter cooperii,261198,aves,accipitriformes,accipitridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|accipiter nisus|211598,Influenza (H5N1 avian influenza),host,Accipiter nisus,211598,aves,accipitriformes,accipitridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|accipiter striatus|56330,Influenza (H5N1 avian influenza),host,Accipiter striatus,56330,aves,accipitriformes,accipitridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|accipiter trivirgatus|210844,Influenza (H5N1 avian influenza),host,Accipiter trivirgatus,210844,aves,accipitriformes,accipitridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|acerodon celebensis|58057,Influenza (H5N1 avian influenza),host,Acerodon celebensis,58057,mammalia,chiroptera,pteropodidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|acinonyx jubatus|32536,Influenza (H5N1 avian influenza),host,Acinonyx jubatus,32536,mammalia,carnivora,felidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|aechmophorus occidentalis|57236,Influenza (H5N1 avian influenza),host,Aechmophorus occidentalis,57236,aves,podicipediformes,podicipedidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|aegypius monachus|8959,Influenza (H5N1 avian influenza),host,Aegypius monachus,8959,aves,accipitriformes,accipitridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|agropsar sturninus|2675479,Influenza (H5N1 avian influenza),host,Agropsar sturninus,2675479,aves,passeriformes,sturnidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_host_presence_group_proxy,avian_influenza_group_rule_avian_host_presence,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|ailuropoda melanoleuca|9646,Influenza (H5N1 avian influenza),host,Ailuropoda melanoleuca,9646,mammalia,carnivora,ursidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,mammalian_susceptible_or_spillover_host_proxy,avian_influenza_group_rule_mammalian_spillover_or_susceptible_host,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|aix galericulata|8832,Influenza (H5N1 avian influenza),host,Aix galericulata,8832,aves,anseriformes,anatidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|aix sponsa|8833,Influenza (H5N1 avian influenza),host,Aix sponsa,8833,aves,anseriformes,anatidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|alca torda|28689,Influenza (H5N1 avian influenza),host,Alca torda,28689,aves,charadriiformes,alcidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|alectoris barbara|40177,Influenza (H5N1 avian influenza),host,Alectoris barbara,40177,aves,galliformes,phasianidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,galliform_avian_host_group_proxy,avian_influenza_group_rule_galliform_birds,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|alectoris chukar|9078,Influenza (H5N1 avian influenza),host,Alectoris chukar,9078,aves,galliformes,phasianidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,galliform_avian_host_group_proxy,avian_influenza_group_rule_galliform_birds,low,avian_influenza_group_proxy_v0_1,TRUE,susceptible_or_spillover_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|alligator sinensis|38654,Influenza (H5N1 avian influenza),host,Alligator sinensis,38654,reptilia,crocodylia,alligatoridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_group_proxy,avian_influenza_group_rule_taxonomy_missing_or_other_host,low,avian_influenza_group_proxy_v0_1,TRUE,host_presence_only,disease_group_proxy,0.1,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
influenza h5n1 avian influenza|alopochen aegyptiaca|30382,Influenza (H5N1 avian influenza),host,Alopochen aegyptiaca,30382,aves,anseriformes,anatidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,wild_aquatic_bird_reservoir_group_proxy,avian_influenza_group_rule_wild_aquatic_birds,medium,avian_influenza_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.75,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
