candidate_query,total_row_count,source_fields,example_raw_labels,example_reason_flags,taxize_status,taxize_note,matched_name,canonical_form,current_name_string,resolved_name,score,data_source_title,classification_path,resolved_matches_who,resolved_who_host,candidate_query_key,resolved_name_key
Spermophilus canus,4,host_scientific_name,Spermophilus canus_Merriam 1898,needs_binomialization,matched,,"Spermophilus canus Merriam, 1898",Spermophilus canus,Urocitellus canus,Urocitellus canus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus canus,urocitellus canus
Stumella magna,4,verbatim_host_name,Stumella magna,verbatim_binomial_candidate,matched,,Stumella magna,Stumella magna,,Stumella magna,9.41038597559656,EOL,N/A; Exact,FALSE,,stumella magna,stumella magna
Tachyoryctes ruandae,4,verbatim_host_name,Tachyoryctes ruandae,verbatim_binomial_candidate,matched,,"Tachyoryctes ruandae Lönnberg & Gyldenstolpe, 1925",Tachyoryctes ruandae,Tachyoryctes ruandae,Tachyoryctes ruandae,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tachyoryctes ruandae,tachyoryctes ruandae
Taterillus arenarius,4,host_scientific_name; verbatim_host_name,Taterillus arenarius | Taterillus arenarius_Robbins 1974,needs_binomialization; verbatim_binomial_candidate,matched,,"Taterillus arenarius Robbins, 1974",Taterillus arenarius,Taterillus arenarius,Taterillus arenarius,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,taterillus arenarius,taterillus arenarius
Tchagra senegalus,4,host_scientific_name,Tchagra senegalus,needs_manual_synonym_map,matched,,"Tchagra senegalus (Linnaeus, 1766)",Tchagra senegalus,Tchagra senegalus,Tchagra senegalus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tchagra senegalus,tchagra senegalus
Thallomys nigricauda,4,host_scientific_name; verbatim_host_name,Thallomys nigricauda | Thallomys nigricauda_Thomas 1882,needs_binomialization; verbatim_binomial_candidate,matched,,"Thallomys nigricauda (Thomas, 1882)",Thallomys nigricauda,Thallomys nigricauda,Thallomys nigricauda,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,thallomys nigricauda,thallomys nigricauda
Tragelaphus angasi,4,verbatim_host_name,Tragelaphus angasi,verbatim_binomial_candidate,matched,,Tragelaphus angasi,Tragelaphus angasi,,Tragelaphus angasi,9.41038597559656,EOL,N/A; Exact,FALSE,,tragelaphus angasi,tragelaphus angasi
Tragelaphus spekei,4,verbatim_host_name,Tragelaphus spekei,verbatim_binomial_candidate,matched,,Tragelaphus spekei,Tragelaphus spekei,,Tragelaphus spekei,9.41038597559656,EOL,N/A; Exact,FALSE,,tragelaphus spekei,tragelaphus spekei
Trichosurus vulpecula,4,host_scientific_name,Trichosurus vulpecula,needs_manual_synonym_map,matched,,"Trichosurus vulpecula (Kerr, 1792)",Trichosurus vulpecula,Trichosurus vulpecula,Trichosurus vulpecula,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,trichosurus vulpecula,trichosurus vulpecula
Trinomys paratus,4,host_scientific_name; verbatim_host_name,Trinomys paratus | Trinomys paratus_Moojen 1948,needs_binomialization; verbatim_binomial_candidate,matched,,"Trinomys paratus (Moojen, 1948)",Trinomys paratus,Trinomys paratus,Trinomys paratus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,trinomys paratus,trinomys paratus
Upupa epops,4,host_scientific_name; verbatim_host_name,Upupa epops,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Upupa epops Linnaeus, 1758",Upupa epops,Upupa epops,Upupa epops,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,upupa epops,upupa epops
Zapus hudsonicus,4,verbatim_host_name,Zapus hudsonicus,verbatim_binomial_candidate,matched,,Zapus hudsonicus,Zapus hudsonicus,,Zapus hudsonicus,9.41038597559656,EOL,N/A; Exact,FALSE,,zapus hudsonicus,zapus hudsonicus
Acrocephalus scirpaceus,3,host_scientific_name; verbatim_host_name,Acrocephalus scirpaceus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Acrocephalus scirpaceus (Hermann, 1804)",Acrocephalus scirpaceus,Acrocephalus scirpaceus,Acrocephalus scirpaceus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,acrocephalus scirpaceus,acrocephalus scirpaceus
Adenota kob,3,verbatim_host_name,Adenota kob,verbatim_binomial_candidate,matched,,Adenota kob,Adenota kob,,Adenota kob,9.41038597559656,EOL,N/A; Exact,FALSE,,adenota kob,adenota kob
Alcelaphus busephalus,3,verbatim_host_name,Alcelaphus busephalus,verbatim_binomial_candidate,matched,,Alcelaphus busephalus,Alcelaphus busephalus,,Alcelaphus busephalus,9.41038597559656,EOL,N/A; Exact,FALSE,,alcelaphus busephalus,alcelaphus busephalus
Allactaga tetradactyla,3,host_scientific_name; verbatim_host_name,Allactaga tetradactyla | Allactaga tetradactyla_Lichtenstein 1823,needs_binomialization; verbatim_binomial_candidate,matched,,"Allactaga (Scarturus) tetradactyla (Lichtenstein, 1823)",Allactaga tetradactyla,Allactaga tetradactyla,Allactaga tetradactyla,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,allactaga tetradactyla,allactaga tetradactyla
Anolis carolinensis,3,host_scientific_name,Anolis carolinensis,needs_manual_synonym_map,matched,,"Anolis carolinensis Voigt, 1832",Anolis carolinensis,Anolis carolinensis,Anolis carolinensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,anolis carolinensis,anolis carolinensis
Anthochaera carunculata,3,host_scientific_name,Anthochaera carunculata,needs_manual_synonym_map,matched,,"Anthochaera carunculata (Shaw, 1790)",Anthochaera carunculata,Anthochaera carunculata,Anthochaera carunculata,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,anthochaera carunculata,anthochaera carunculata
Anthus pratensis,3,host_scientific_name; verbatim_host_name,Anthus pratensis,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Anthus pratensis (Linnaeus, 1758)",Anthus pratensis,Anthus pratensis,Anthus pratensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,anthus pratensis,anthus pratensis
Arvicanthis abyssinicus,3,host_scientific_name; verbatim_host_name,Arvicanthis abyssinicus | Arvicanthis abyssinicus_Rüppell 1842,needs_binomialization; verbatim_binomial_candidate,matched,,"Arvicanthis abyssinicus (Rüppell, 1842)",Arvicanthis abyssinicus,Arvicanthis abyssinicus,Arvicanthis abyssinicus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,arvicanthis abyssinicus,arvicanthis abyssinicus
Atherura africana,3,verbatim_host_name,Atherura africana,verbatim_binomial_candidate,matched,,Atherura africana,Atherura africana,,Atherura africana,9.41038597559656,EOL,N/A; Exact,FALSE,,atherura africana,atherura africana
Atherurua africana,3,verbatim_host_name,Atherurua africana,verbatim_binomial_candidate,matched,,Atherura africana,Atherura africana,,Atherura africana,9.38711625712716,EOL,N/A; Fuzzy,FALSE,,atherurua africana,atherura africana
Aulacodus swinderianus,3,verbatim_host_name,Aulacodus swinderianus,verbatim_binomial_candidate,matched,,"Aulacodus swinderianus Temminck, 1827",Aulacodus swinderianus,Thryonomys swinderianus,Thryonomys swinderianus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,aulacodus swinderianus,thryonomys swinderianus
Blanfordimys afghanus,3,host_scientific_name,Blanfordimys afghanus Thomas 1912,needs_binomialization,matched,,"Blanfordimys afghanus (Thomas, 1912)",Blanfordimys afghanus,Blanfordimys afghanus,Blanfordimys afghanus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,blanfordimys afghanus,blanfordimys afghanus
Blarina brevicauda;,3,host_scientific_name,Blarina brevicauda; Microtus pennsylvanicus; Peromyscus leucopus; Tamias striatus; Zapus hudsonius,needs_binomialization,matched,,"Blarina Gray, 1838",Blarina,Blarina,Blarina,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,blarina brevicauda,blarina
Boocerus eurycerus,3,verbatim_host_name,Boocerus eurycerus,verbatim_binomial_candidate,matched,,Boocerus eurycerus,Boocerus eurycerus,,Boocerus eurycerus,9.41038597559656,EOL,N/A; Exact,FALSE,,boocerus eurycerus,boocerus eurycerus
Bubalus arnee,3,host_scientific_name,Bubalus arnee,needs_manual_synonym_map,matched,,"Bubalus arnee (Kerr, 1792)",Bubalus arnee,Bubalus bubalis arnee,Bubalus bubalis arnee,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,bubalus arnee,bubalus bubalis arnee
Calabaria reinhardti,3,verbatim_host_name,Calabaria reinhardti,verbatim_binomial_candidate,matched,,Calabaria reinhardti,Calabaria reinhardti,,Calabaria reinhardti,9.41038597559656,EOL,N/A; Exact,FALSE,,calabaria reinhardti,calabaria reinhardti
Calabaria reinhardtii,3,host_scientific_name,"Calabaria reinhardtii (SCHLEGEL, 1848)",needs_binomialization,matched,,"Calabaria reinhardtii (Schlegel, 1851)",Calabaria reinhardtii,Calabaria reinhardtii,Calabaria reinhardtii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,calabaria reinhardtii,calabaria reinhardtii
California thrasher,3,verbatim_host_name,California thrasher,verbatim_binomial_candidate,matched,,"California Aldasoro, C.Navarro, P.Vargas, L.Sáez & Aedo",California,California,California,8.63917094139975,Catalogue of Life,Accepted; PartialExact,FALSE,,california thrasher,california
California towhee,3,verbatim_host_name,California towhee,verbatim_binomial_candidate,matched,,"California Aldasoro, C.Navarro, P.Vargas, L.Sáez & Aedo",California,California,California,8.63917094139975,Catalogue of Life,Accepted; PartialExact,FALSE,,california towhee,california
Callipepla gambelii,3,host_scientific_name,Callipepla gambelii,needs_manual_synonym_map,matched,,"Callipepla gambelii (Gambel, 1843)",Callipepla gambelii,Callipepla gambelii,Callipepla gambelii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,callipepla gambelii,callipepla gambelii
Centropus toulou,3,host_scientific_name,Centropus toulou,needs_manual_synonym_map,matched,,"Centropus toulou (P. L. S. Müller, 1776)",Centropus toulou,Centropus toulou,Centropus toulou,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,centropus toulou,centropus toulou
Cephalophus nigrifons,3,host_scientific_name; verbatim_host_name,Cephalophus nigrifons,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,Cephalophus nigrifons,Cephalophus nigrifons,,Cephalophus nigrifons,9.41038597559656,EOL,N/A; Exact,FALSE,,cephalophus nigrifons,cephalophus nigrifons
Cephalophus nigrifrons,3,host_scientific_name,Cephalophus nigrifrons nigrifrons_Gray 1871 | Cephalophus nigrifrons_Gray 1871,needs_binomialization,matched,,"Cephalophus nigrifrons Gray, 1871",Cephalophus nigrifrons,Cephalophus nigrifrons,Cephalophus nigrifrons,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cephalophus nigrifrons,cephalophus nigrifrons
Cistothorus palustris,3,host_scientific_name,Cistothorus palustris,needs_manual_synonym_map,matched,,"Cistothorus palustris (A. Wilson, 1810)",Cistothorus palustris,Cistothorus palustris,Cistothorus palustris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cistothorus palustris,cistothorus palustris
Citellus spilosoma,3,verbatim_host_name,Citellus spilosoma,verbatim_binomial_candidate,matched,,Citellus spilosoma,Citellus spilosoma,,Citellus spilosoma,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus spilosoma,citellus spilosoma
Citellus tridecimlineatus,3,verbatim_host_name,Citellus tridecimlineatus,verbatim_binomial_candidate,matched,,Citellus tridecemlineatus,Citellus tridecemlineatus,,Citellus tridecemlineatus,9.38711625712716,EOL,N/A; Fuzzy,FALSE,,citellus tridecimlineatus,citellus tridecemlineatus
Coccothraustes coccothraustes,3,host_scientific_name; verbatim_host_name,Coccothraustes coccothraustes,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Coccothraustes coccothraustes (Linnaeus, 1758)",Coccothraustes coccothraustes,Coccothraustes coccothraustes,Coccothraustes coccothraustes,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,coccothraustes coccothraustes,coccothraustes coccothraustes
Coccyzus americanus,3,host_scientific_name,Coccyzus americanus,needs_manual_synonym_map,matched,,"Coccyzus americanus (Linnaeus, 1758)",Coccyzus americanus,Coccyzus americanus,Coccyzus americanus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,coccyzus americanus,coccyzus americanus
Colobus polykomos,3,host_scientific_name; verbatim_host_name,Colobus polykomos | Colobus polykomos_Zimmermann 1780,needs_binomialization; verbatim_binomial_candidate,matched,,"Colobus polykomos (Zimmermann, 1780)",Colobus polykomos,Colobus polykomos,Colobus polykomos,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,colobus polykomos,colobus polykomos
Columbina inca,3,host_scientific_name,Columbina inca,needs_manual_synonym_map,matched,,"Columbina inca (R. Lesson, 1847)",Columbina inca,Columbina inca,Columbina inca,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,columbina inca,columbina inca
Crotaphopeltis hotamboeia,3,host_scientific_name; verbatim_host_name,"Crotaphopeltis hotamboeia | Crotaphopeltis hotamboeia (LAURENTI, 1768)",needs_binomialization; verbatim_binomial_candidate,matched,,"Crotaphopeltis hotamboeia (Laurenti, 1768)",Crotaphopeltis hotamboeia,Crotaphopeltis hotamboeia,Crotaphopeltis hotamboeia,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,crotaphopeltis hotamboeia,crotaphopeltis hotamboeia
Damaliscus pygargus,3,host_scientific_name,Damaliscus pygargus phillipsi_Harper 1939 | Damaliscus pygargus pygargus_Pallas 1767,needs_binomialization,matched,,"Damaliscus pygargus (Pallas, 1767)",Damaliscus pygargus,Damaliscus pygargus,Damaliscus pygargus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,damaliscus pygargus,damaliscus pygargus
Empidonax virescens,3,host_scientific_name,Empidonax virescens,needs_manual_synonym_map,matched,,"Empidonax virescens (Vieillot, 1818)",Empidonax virescens,Empidonax virescens,Empidonax virescens,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,empidonax virescens,empidonax virescens
Francolinus ahantensis,3,verbatim_host_name,Francolinus ahantensis,verbatim_binomial_candidate,matched,,"Francolinus ahantensis Temminck, 1854",Francolinus ahantensis,Pternistis ahantensis,Pternistis ahantensis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,francolinus ahantensis,pternistis ahantensis
Galerella pulverulenta,3,host_scientific_name,Galerella pulverulenta_Wagner 1839,needs_binomialization,matched,,"Galerella pulverulenta (Wagner, 1839)",Galerella pulverulenta,Galerella pulverulenta,Galerella pulverulenta,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,galerella pulverulenta,galerella pulverulenta
Ground squirrel,3,verbatim_host_name,Ground squirrel,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,ground squirrel,
Gymnorhina tibicen,3,host_scientific_name,Gymnorhina tibicen,needs_manual_synonym_map,matched,,"Gymnorhina tibicen (Latham, 1802)",Gymnorhina tibicen,Gymnorhina tibicen,Gymnorhina tibicen,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,gymnorhina tibicen,gymnorhina tibicen
Hemachatus haemachatus,3,host_scientific_name,"Hemachatus haemachatus (BONNATERRE, 1789)",needs_binomialization,matched,,"Hemachatus haemachatus (Bonnaterre, 1790)",Hemachatus haemachatus,Hemachatus haemachatus,Hemachatus haemachatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,hemachatus haemachatus,hemachatus haemachatus
Herpestes pulverulentus,3,verbatim_host_name,Herpestes pulverulentus,verbatim_binomial_candidate,matched,,"Herpestes pulverulentus Wagner, 1839",Herpestes pulverulentus,Galerella pulverulenta,Galerella pulverulenta,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,herpestes pulverulentus,galerella pulverulenta
Icterus gularis,3,host_scientific_name,Icterus gularis,needs_manual_synonym_map,matched,,"Icterus gularis (Wagler, 1829)",Icterus gularis,Icterus gularis,Icterus gularis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,icterus gularis,icterus gularis
Jaculus orientalis,3,host_scientific_name; verbatim_host_name,Jaculus orientalis | Jaculus orientalis_Erxleben 1777,needs_binomialization; verbatim_binomial_candidate,matched,,"Jaculus orientalis Erxleben, 1777",Jaculus orientalis,Jaculus orientalis,Jaculus orientalis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,jaculus orientalis,jaculus orientalis
Kurixalus eiffingeri,3,host_scientific_name,Kurixalus eiffingeri,needs_manual_synonym_map,matched,,"Kurixalus eiffingeri (Boettger, 1895)",Kurixalus eiffingeri,Kurixalus eiffingeri,Kurixalus eiffingeri,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,kurixalus eiffingeri,kurixalus eiffingeri
Lark sparrow,3,verbatim_host_name,Lark sparrow,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,lark sparrow,
Lepus aegyptius,3,verbatim_host_name,Lepus aegyptius,verbatim_binomial_candidate,matched,,Lepus aegyptius,Lepus aegyptius,,Lepus aegyptius,9.41038597559656,EOL,N/A; Exact,FALSE,,lepus aegyptius,lepus aegyptius
Lepus crawshayi,3,verbatim_host_name,Lepus crawshayi,verbatim_binomial_candidate,matched,,Lepus crawshayi,Lepus crawshayi,,Lepus crawshayi,9.41038597559656,EOL,N/A; Exact,FALSE,,lepus crawshayi,lepus crawshayi
Lepus victoriae,3,verbatim_host_name,Lepus victoriae,verbatim_binomial_candidate,matched,,"Lepus victoriae Thomas, 1893",Lepus victoriae,Lepus victoriae,Lepus victoriae,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lepus victoriae,lepus victoriae
Lepus zechi,3,verbatim_host_name,Lepus zechi,verbatim_binomial_candidate,matched,,Lepus zechi,Lepus zechi,,Lepus zechi,9.41038597559656,EOL,N/A; Exact,FALSE,,lepus zechi,lepus zechi
Lepus zuluensis,3,verbatim_host_name,Lepus zuluensis,verbatim_binomial_candidate,matched,,Lepus zuluensis,Lepus zuluensis,,Lepus zuluensis,9.41038597559656,EOL,N/A; Exact,FALSE,,lepus zuluensis,lepus zuluensis
Limnonectes namiyei,3,host_scientific_name,Limnonectes namiyei,needs_manual_synonym_map,matched,,"Limnonectes namiyei (Stejneger, 1901)",Limnonectes namiyei,Limnonectes namiyei,Limnonectes namiyei,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,limnonectes namiyei,limnonectes namiyei
Lutia bolivianae,3,verbatim_host_name,Lutia bolivianae,verbatim_binomial_candidate,matched,,Lutia,Lutia,,Lutia,8.6285907718268,EOL,N/A; PartialExact,FALSE,,lutia bolivianae,lutia
Manis temminckii,3,host_scientific_name,Manis temminckii_Smuts 1832,needs_binomialization,matched,,"Manis temminckii Smuts, 1832",Manis temminckii,Smutsia temminckii,Smutsia temminckii,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,manis temminckii,smutsia temminckii
Megascops kennicottii,3,host_scientific_name,Megascops kennicottii,needs_manual_synonym_map,matched,,"Megascops kennicottii (D. G. Elliot, 1867)",Megascops kennicottii,Megascops kennicottii,Megascops kennicottii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,megascops kennicottii,megascops kennicottii
Microgale dobsoni,3,host_scientific_name,Microgale dobsoni Thomas 1884,needs_binomialization,matched,,"Microgale dobsoni Thomas, 1884",Microgale dobsoni,Nesogale dobsoni,Nesogale dobsoni,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,microgale dobsoni,nesogale dobsoni
Microhyla okinavensis,3,host_scientific_name,Microhyla okinavensis,needs_manual_synonym_map,matched,,"Microhyla okinavensis Stejneger, 1901",Microhyla okinavensis,Microhyla okinavensis,Microhyla okinavensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,microhyla okinavensis,microhyla okinavensis
Microtas pennsylvanicus,3,verbatim_host_name,Microtas pennsylvanicus,verbatim_binomial_candidate,matched,,"Microtus (Mynomes) pennsylvanicus (Ord, 1815)",Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,9.38897978490342,Catalogue of Life,Accepted; Fuzzy,FALSE,,microtas pennsylvanicus,microtus pennsylvanicus
Microtus townsendii,3,host_scientific_name; verbatim_host_name,Microtus townsendii | Microtus townsendii_Bachman 1839,needs_binomialization; verbatim_binomial_candidate,matched,,"Microtus (Mynomes) townsendii (Bachman, 1839)",Microtus townsendii,Microtus townsendii,Microtus townsendii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,microtus townsendii,microtus townsendii
Mirafra africana,3,host_scientific_name,Mirafra africana,needs_manual_synonym_map,matched,,"Mirafra africana A. Smith, 1836",Mirafra africana,Mirafra africana,Mirafra africana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,mirafra africana,mirafra africana
Mus albipes,3,verbatim_host_name,Mus albipes,verbatim_binomial_candidate,matched,,Mus albipes,Mus albipes,,Mus albipes,9.41038597559656,EOL,N/A; Exact,FALSE,,mus albipes,mus albipes
Myotis lucifugus,3,host_scientific_name; verbatim_host_name,Myotis lucifugus | Myotis lucifugus lucifugus_Le Conte 1831 | Myotis lucifugus_Le Conte 183,needs_binomialization; verbatim_binomial_candidate,matched,,"Myotis (Pizonyx) lucifugus (Le Conte, 1831)",Myotis lucifugus,Myotis lucifugus,Myotis lucifugus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,myotis lucifugus,myotis lucifugus
Myotis velifer,3,host_scientific_name,Myotis velifer_J. A. Allen 1890,needs_binomialization,matched,,"Myotis (Pizonyx) velifer (J. A. Allen, 1890)",Myotis velifer,Myotis velifer,Myotis velifer,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,myotis velifer,myotis velifer
Neoromicia capensis,3,host_scientific_name,Neoromicia capensis_A. Smith 1829,needs_binomialization,matched,,"Neoromicia capensis (A. Smith, 1829)",Neoromicia capensis,Laephotis capensis,Laephotis capensis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,neoromicia capensis,laephotis capensis
Neotragus moschatus,3,host_scientific_name; verbatim_host_name,Neotragus moschatus | Neotragus moschatus_Von Dueben 1846,needs_binomialization; verbatim_binomial_candidate,matched,,"Neotragus moschatus (Von Dueben, 1846)",Neotragus moschatus,Neotragus moschatus,Neotragus moschatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,neotragus moschatus,neotragus moschatus
Opornis formosus,3,host_scientific_name,Opornis formosus,needs_manual_synonym_map,matched,,,,,,,,NoMatch,FALSE,,opornis formosus,
Otomys tropicalis,3,host_scientific_name; verbatim_host_name,Otomys tropicalis | Otomys tropicalis_Thomas 1902,needs_binomialization; verbatim_binomial_candidate,matched,,"Otomys tropicalis Thomas, 1902",Otomys tropicalis,Otomys tropicalis,Otomys tropicalis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,otomys tropicalis,otomys tropicalis
Petrochelidon spilodera,3,host_scientific_name,Petrochelidon spilodera,needs_manual_synonym_map,matched,,"Petrochelidon spilodera (Sundevall, 1850)",Petrochelidon spilodera,Petrochelidon spilodera,Petrochelidon spilodera,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,petrochelidon spilodera,petrochelidon spilodera
Pica nutalli,3,host_scientific_name,Pica nutalli,needs_manual_synonym_map,matched,,"Pica nutalli (Audubon, 1837)",Pica nutalli,Pica nutallii,Pica nutallii,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,pica nutalli,pica nutallii
Podarcis muralis,3,host_scientific_name,Podarcis muralis,needs_manual_synonym_map,matched,,"Podarcis muralis (Laurenti, 1768)",Podarcis muralis,Podarcis muralis,Podarcis muralis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,podarcis muralis,podarcis muralis
Polioptila caerulea,3,host_scientific_name,Polioptila caerulea,needs_manual_synonym_map,matched,,"Polioptila caerulea (Linnaeus, 1766)",Polioptila caerulea,Polioptila caerulea,Polioptila caerulea,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,polioptila caerulea,polioptila caerulea
Pronolagus crassicaudatus,3,host_scientific_name; verbatim_host_name,Pronolagus crassicaudatus | Pronolagus crassicaudatus_I. Geoffroy 1832,needs_binomialization; verbatim_binomial_candidate,matched,,"Pronolagus crassicaudatus (I. Geoffroy, 1832)",Pronolagus crassicaudatus,Pronolagus crassicaudatus,Pronolagus crassicaudatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,pronolagus crassicaudatus,pronolagus crassicaudatus
Pseudaspis cana,3,host_scientific_name; verbatim_host_name,"Pseudaspis cana | Pseudaspis cana (LINNAEUS, 1758)",needs_binomialization; verbatim_binomial_candidate,matched,,"Pseudaspis cana (Linnaeus, 1758)",Pseudaspis cana,Pseudaspis cana,Pseudaspis cana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,pseudaspis cana,pseudaspis cana
Pseudogenetta villiersi,3,verbatim_host_name,Pseudogenetta villiersi,verbatim_binomial_candidate,matched,,Pseudogenetta villiersi,Pseudogenetta villiersi,,Pseudogenetta villiersi,9.41038597559656,EOL,N/A; Exact,FALSE,,pseudogenetta villiersi,pseudogenetta villiersi
Pternistis ahantensis,3,host_scientific_name,Pternistis ahantensis,needs_manual_synonym_map,matched,,"Pternistis ahantensis (Temminck, 1854)",Pternistis ahantensis,Pternistis ahantensis,Pternistis ahantensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,pternistis ahantensis,pternistis ahantensis
Rattus pyctoris,3,host_scientific_name,Rattus pyctoris Hodgson 1845,needs_binomialization,matched,,"Rattus pyctoris (Hodgson, 1845)",Rattus pyctoris,Rattus pyctoris,Rattus pyctoris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,rattus pyctoris,rattus pyctoris
Rhynchotragus guentheri,3,verbatim_host_name,Rhynchotragus guentheri,verbatim_binomial_candidate,matched,,Rhynchotragus guentheri,Rhynchotragus guentheri,,Rhynchotragus guentheri,9.41038597559656,EOL,N/A; Exact,FALSE,,rhynchotragus guentheri,rhynchotragus guentheri
Sceloporus graciosus,3,host_scientific_name,Sceloporus graciosus,needs_manual_synonym_map,matched,,"Sceloporus graciosus Baird & Girard, 1852",Sceloporus graciosus,Sceloporus graciosus,Sceloporus graciosus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sceloporus graciosus,sceloporus graciosus
Setophaga coronata,3,host_scientific_name,Setophaga coronata,needs_manual_synonym_map,matched,,"Setophaga coronata (Linnaeus, 1766)",Setophaga coronata,Setophaga coronata,Setophaga coronata,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,setophaga coronata,setophaga coronata
Sparganophilus tennesseensis,3,host_scientific_name,Sparganophilus tennesseensis,needs_manual_synonym_map,matched,,"Sparganophilus tennesseensis Reynolds, 1977",Sparganophilus tennesseensis,Sparganophilus tennesseensis,Sparganophilus tennesseensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sparganophilus tennesseensis,sparganophilus tennesseensis
Sphecotheres vieilloti,3,host_scientific_name,Sphecotheres vieilloti,needs_manual_synonym_map,matched,,"Sphecotheres vieilloti Vigors & Horsfield, 1827",Sphecotheres vieilloti,Sphecotheres vieilloti,Sphecotheres vieilloti,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sphecotheres vieilloti,sphecotheres vieilloti
Spinus psaltria,3,host_scientific_name,Spinus psaltria,needs_manual_synonym_map,matched,,"Spinus psaltria (Say, 1822)",Spinus psaltria,Spinus psaltria,Spinus psaltria,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,spinus psaltria,spinus psaltria
