candidate_query,total_row_count,source_fields,example_raw_labels,example_reason_flags,taxize_status,taxize_note,matched_name,canonical_form,current_name_string,resolved_name,score,data_source_title,classification_path,resolved_matches_who,resolved_who_host,candidate_query_key,resolved_name_key
Stizorhina fraseri,3,host_scientific_name; verbatim_host_name,Stizorhina fraseri,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Stizorhina fraseri (Strickland, 1844)",Stizorhina fraseri,Stizorhina fraseri,Stizorhina fraseri,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,stizorhina fraseri,stizorhina fraseri
Sus barbatus,3,host_scientific_name,Sus barbatus,needs_manual_synonym_map,matched,,"Sus barbatus Müller, 1838",Sus barbatus,Sus barbatus,Sus barbatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sus barbatus,sus barbatus
Tamias siskiyou,3,host_scientific_name,Tamias siskiyou_A. H. Howell 1922,needs_binomialization,matched,,"Tamias (Neotamias) siskiyou (A. H. Howell, 1922)",Tamias siskiyou,Tamias siskiyou,Tamias siskiyou,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tamias siskiyou,tamias siskiyou
Tapirus terrestris,3,host_scientific_name; verbatim_host_name,Tapirus terrestris | Tapirus terrestris_Linnaeus 1758,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Tapirus terrestris (Linnaeus, 1758)",Tapirus terrestris,Tapirus terrestris,Tapirus terrestris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tapirus terrestris,tapirus terrestris
Thryonomys gregorianus,3,host_scientific_name; verbatim_host_name,Thryonomys gregorianus | Thryonomys gregorianus_Thomas 1894,needs_binomialization; verbatim_binomial_candidate,matched,,"Thryonomys gregorianus (Thomas, 1894)",Thryonomys gregorianus,Thryonomys gregorianus,Thryonomys gregorianus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,thryonomys gregorianus,thryonomys gregorianus
Turdoides bicolor,3,host_scientific_name,Turdoides bicolor,needs_manual_synonym_map,matched,,"Turdoides bicolor (Jardine, 1831)",Turdoides bicolor,Turdoides bicolor,Turdoides bicolor,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,turdoides bicolor,turdoides bicolor
Turdus albicollis,3,host_scientific_name,Turdus albicollis,needs_manual_synonym_map,matched,,"Turdus albicollis Vieillot, 1818",Turdus albicollis,Turdus albicollis,Turdus albicollis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,turdus albicollis,turdus albicollis
Turdus olivaceus,3,host_scientific_name; verbatim_host_name,Turdus olivaceus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Turdus olivaceus Linnaeus, 1766",Turdus olivaceus,Turdus olivaceus,Turdus olivaceus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,turdus olivaceus,turdus olivaceus
Turdus pelios,3,host_scientific_name,Turdus pelios,needs_manual_synonym_map,matched,,"Turdus pelios Bonaparte, 1850",Turdus pelios,Turdus pelios,Turdus pelios,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,turdus pelios,turdus pelios
Tympanuchus phasianellus,3,host_scientific_name,Tympanuchus phasianellus,needs_manual_synonym_map,matched,,"Tympanuchus phasianellus (Linnaeus, 1758)",Tympanuchus phasianellus,Tympanuchus phasianellus,Tympanuchus phasianellus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tympanuchus phasianellus,tympanuchus phasianellus
Tyrannus verticalis,3,host_scientific_name,Tyrannus verticalis,needs_manual_synonym_map,matched,,"Tyrannus verticalis Say, 1822",Tyrannus verticalis,Tyrannus verticalis,Tyrannus verticalis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tyrannus verticalis,tyrannus verticalis
Vireo flavifrons,3,host_scientific_name,Vireo flavifrons,needs_manual_synonym_map,matched,,"Vireo flavifrons Vieillot, 1808",Vireo flavifrons,Vireo flavifrons,Vireo flavifrons,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,vireo flavifrons,vireo flavifrons
White rat,3,verbatim_host_name,White rat,verbatim_binomial_candidate,matched,,White,White,,White,8.6285907718268,EOL,N/A; PartialExact,FALSE,,white rat,white
Zhangixalus viridis,3,host_scientific_name,Zhangixalus viridis,needs_manual_synonym_map,matched,,"Zhangixalus viridis (Hallowell, 1861)",Zhangixalus viridis,Zhangixalus viridis,Zhangixalus viridis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,zhangixalus viridis,zhangixalus viridis
lontra canadensis,3,host_scientific_name,lontra canadensis,needs_manual_synonym_map,matched,,,,,,,,NoMatch,FALSE,,lontra canadensis,
Acomys hystrella,2,verbatim_host_name,Acomys hystrella,verbatim_binomial_candidate,matched,,"Acomys hystrella Heller, 1911",Acomys hystrella,Acomys cineraceus,Acomys cineraceus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,acomys hystrella,acomys cineraceus
Acridotheres tristis,2,host_scientific_name,Acridotheres tristis,needs_manual_synonym_map,matched,,"Acridotheres tristis (Linnaeus, 1766)",Acridotheres tristis,Acridotheres tristis,Acridotheres tristis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,acridotheres tristis,acridotheres tristis
Agama agama,2,host_scientific_name; verbatim_host_name,"Agama agama | Agama agama (LINNAEUS, 1758)",needs_binomialization; verbatim_binomial_candidate,matched,,"Agama agama (Linnaeus, 1758)",Agama agama,Agama agama,Agama agama,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,agama agama,agama agama
Agelastes niger,2,host_scientific_name,Agelastes niger,needs_manual_synonym_map,matched,,"Agelastes niger (Cassin, 1857)",Agelastes niger,Agelastes niger,Agelastes niger,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,agelastes niger,agelastes niger
Anthus vaalensis,2,host_scientific_name; verbatim_host_name,Anthus vaalensis,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Anthus vaalensis Shelley, 1900",Anthus vaalensis,Anthus vaalensis,Anthus vaalensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,anthus vaalensis,anthus vaalensis
Aonyx capensis,2,host_scientific_name; verbatim_host_name,Aonyx capensis | Aonyx capensis_Schinz 1821,needs_binomialization; verbatim_binomial_candidate,matched,,"Aonyx capensis (Schinz, 1821)",Aonyx capensis,Aonyx capensis,Aonyx capensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,aonyx capensis,aonyx capensis
Aparallactus modestus,2,host_scientific_name; verbatim_host_name,"Aparallactus modestus | Aparallactus modestus (GÜNTHER, 1859)",needs_binomialization; verbatim_binomial_candidate,matched,,"Aparallactus modestus (Günther, 1859)",Aparallactus modestus,Aparallactus modestus,Aparallactus modestus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,aparallactus modestus,aparallactus modestus
Arvicanthis rufinus,2,host_scientific_name; verbatim_host_name,Arvicanthis rufinus | Arvicanthis rufinus_Temminck 1853,needs_binomialization; verbatim_binomial_candidate,matched,,"Arvicanthis rufinus (Temminck, 1853)",Arvicanthis rufinus,Arvicanthis rufinus,Arvicanthis rufinus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,arvicanthis rufinus,arvicanthis rufinus
Atlantoxerus getulus,2,host_scientific_name; verbatim_host_name,Atlantoxerus getulus | Atlantoxerus getulus_Linnaeus 1758,needs_binomialization; verbatim_binomial_candidate,matched,,"Atlantoxerus getulus (Linnaeus, 1758)",Atlantoxerus getulus,Atlantoxerus getulus,Atlantoxerus getulus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,atlantoxerus getulus,atlantoxerus getulus
Atractaspis aterrima,2,host_scientific_name; verbatim_host_name,"Atractaspis aterrima | Atractaspis aterrima GÜNTHER, 1863",needs_binomialization; verbatim_binomial_candidate,matched,,"Atractaspis aterrima Günther, 1863",Atractaspis aterrima,Atractaspis aterrima,Atractaspis aterrima,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,atractaspis aterrima,atractaspis aterrima
Bdeogale nigripes,2,host_scientific_name,Bdeogale nigripes_Pucheran 1855,needs_binomialization,matched,,"Bdeogale nigripes Pucheran, 1855",Bdeogale nigripes,Bdeogale nigripes,Bdeogale nigripes,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,bdeogale nigripes,bdeogale nigripes
Berylmys mackenzei,2,host_scientific_name,Berylmys mackenzei,needs_manual_synonym_map,matched,,"Berylmys mackenziei (Thomas, 1916)",Berylmys mackenziei,Berylmys mackenziei,Berylmys mackenziei,9.38897978490342,Catalogue of Life,Accepted; Fuzzy,FALSE,,berylmys mackenzei,berylmys mackenziei
Bitis gabonica,2,host_scientific_name; verbatim_host_name,"Bitis gabonica | Bitis gabonica (DUMÉRIL, BIBRON & DUMÉRIL, 1854)",needs_binomialization; verbatim_binomial_candidate,matched,,"Bitis gabonica (Duméril, Bibron & Duméril, 1854)",Bitis gabonica,Bitis gabonica,Bitis gabonica,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,bitis gabonica,bitis gabonica
Blarinomys breviceps,2,host_scientific_name; verbatim_host_name,Blarinomys breviceps | Blarinomys breviceps_Winge 1887,needs_binomialization; verbatim_binomial_candidate,matched,,"Blarinomys breviceps (Winge, 1887)",Blarinomys breviceps,Blarinomys breviceps,Blarinomys breviceps,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,blarinomys breviceps,blarinomys breviceps
Boiga blandingi,2,verbatim_host_name,Boiga blandingi,verbatim_binomial_candidate,matched,,Boiga blandingi,Boiga blandingi,,Boiga blandingi,9.41038597559656,EOL,N/A; Exact,FALSE,,boiga blandingi,boiga blandingi
Boiga blandingii,2,host_scientific_name,"Boiga blandingii (HALLOWELL, 1844)",needs_binomialization,matched,,Boiga blandingii,Boiga blandingii,,Boiga blandingii,9.41038597559656,EOL,N/A; Exact,FALSE,,boiga blandingii,boiga blandingii
Boiga pulverulenta,2,host_scientific_name; verbatim_host_name,"Boiga pulverulenta | Boiga pulverulenta (FISCHER, 1856)",needs_binomialization; verbatim_binomial_candidate,matched,,Boiga pulverulenta,Boiga pulverulenta,,Boiga pulverulenta,9.41038597559656,EOL,N/A; Exact,FALSE,,boiga pulverulenta,boiga pulverulenta
Boocercus eurycerus,2,verbatim_host_name,Boocercus eurycerus,verbatim_binomial_candidate,matched,,Boocercus eurycerus,Boocercus eurycerus,,Boocercus eurycerus,9.41038597559656,EOL,N/A; Exact,FALSE,,boocercus eurycerus,boocercus eurycerus
Bostrychus sinensis,2,host_scientific_name,Bostrychus sinensis,needs_manual_synonym_map,matched,,"Bostrychus sinensis Lacepède, 1801",Bostrychus sinensis,Bostrychus sinensis,Bostrychus sinensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,bostrychus sinensis,bostrychus sinensis
Bubo lacteus,2,host_scientific_name; verbatim_host_name,Bubo lacteus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Bubo lacteus (Temminck, 1820)",Bubo lacteus,Ketupa lactea,Ketupa lactea,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,bubo lacteus,ketupa lactea
Buergeria japonica,2,host_scientific_name,Buergeria japonica,needs_manual_synonym_map,matched,,"Buergeria japonica (Hallowell, 1861)",Buergeria japonica,Buergeria japonica,Buergeria japonica,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,buergeria japonica,buergeria japonica
Burhinus oedicnemus,2,host_scientific_name; verbatim_host_name,Burhinus oedicnemus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Burhinus oedicnemus (Linnaeus, 1758)",Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,burhinus oedicnemus,burhinus oedicnemus
Callosciurus nigrovittatus,2,host_scientific_name,Callosciurus nigrovittatus_Horsfield 1823,needs_binomialization,matched,,"Callosciurus nigrovittatus (Horsfield, 1823)",Callosciurus nigrovittatus,Callosciurus nigrovittatus,Callosciurus nigrovittatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,callosciurus nigrovittatus,callosciurus nigrovittatus
Calomys tener,2,host_scientific_name; verbatim_host_name,Calomys tener | Calomys tener_Winge 1887,needs_binomialization; verbatim_binomial_candidate,matched,,"Calomys tener (Winge, 1888)",Calomys tener,Calomys tener,Calomys tener,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,calomys tener,calomys tener
Calomyscus bailwardi,2,host_scientific_name,Calomyscus bailwardi Thomas 1905,needs_binomialization,matched,,"Calomyscus bailwardi Thomas, 1905",Calomyscus bailwardi,Calomyscus bailwardi,Calomyscus bailwardi,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,calomyscus bailwardi,calomyscus bailwardi
Catharus fuscater,2,host_scientific_name,Catharus fuscater,needs_manual_synonym_map,matched,,"Catharus fuscater (Lafresnaye, 1845)",Catharus fuscater,Catharus fuscater,Catharus fuscater,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,catharus fuscater,catharus fuscater
Cebus capucinus,2,host_scientific_name,Cebus capucinus_Linnaeus 1758,needs_binomialization,matched,,"Cebus capucinus (Linnaeus, 1758)",Cebus capucinus,Cebus capucinus,Cebus capucinus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cebus capucinus,cebus capucinus
Cecropis abyssinica,2,host_scientific_name,Cecropis abyssinica,needs_manual_synonym_map,matched,,"Cecropis abyssinica (Guerin-Meneville, 1843)",Cecropis abyssinica,Cecropis abyssinica,Cecropis abyssinica,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cecropis abyssinica,cecropis abyssinica
Centropus superciliosus,2,host_scientific_name; verbatim_host_name,Centropus superciliosus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Centropus superciliosus Hemprich & Ehrenberg, 1829",Centropus superciliosus,Centropus superciliosus,Centropus superciliosus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,centropus superciliosus,centropus superciliosus
Cephalophus harveyi,2,host_scientific_name,Cephalophus harveyi,needs_manual_synonym_map,matched,,"Cephalophus harveyi (Thomas, 1893)",Cephalophus harveyi,Cephalophus natalensis harveyi,Cephalophus natalensis harveyi,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,cephalophus harveyi,cephalophus natalensis harveyi
Cephalophus rufilatus,2,host_scientific_name; verbatim_host_name,Cephalophus rufilatus | Cephalophus rufilatus_Gray 1846,needs_binomialization; verbatim_binomial_candidate,matched,,"Cephalophus rufilatus Gray, 1846",Cephalophus rufilatus,Cephalophus rufilatus,Cephalophus rufilatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cephalophus rufilatus,cephalophus rufilatus
Cephalophus silvicultor,2,host_scientific_name,Cephalophus silvicultor_Afzelius 1815,needs_binomialization,matched,,"Cephalophus silvicultor (Afzelius, 1815)",Cephalophus silvicultor,Cephalophus silvicultor,Cephalophus silvicultor,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cephalophus silvicultor,cephalophus silvicultor
Cephalophus sylvicultor,2,verbatim_host_name,Cephalophus sylvicultor,verbatim_binomial_candidate,matched,,Cephalophus sylvicultor,Cephalophus sylvicultor,,Cephalophus sylvicultor,9.41038597559656,EOL,N/A; Exact,FALSE,,cephalophus sylvicultor,cephalophus sylvicultor
Cercopithecus campbelli,2,host_scientific_name; verbatim_host_name,Cercopithecus campbelli | Cercopithecus campbelli_Waterhouse 1838,needs_binomialization; verbatim_binomial_candidate,matched,,"Cercopithecus campbelli Waterhouse, 1838",Cercopithecus campbelli,Cercopithecus campbelli,Cercopithecus campbelli,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cercopithecus campbelli,cercopithecus campbelli
Cercopithecus diana,2,host_scientific_name; verbatim_host_name,Cercopithecus diana | Cercopithecus diana_Linnaeus 1758,needs_binomialization; verbatim_binomial_candidate,matched,,"Cercopithecus diana (Linnaeus, 1758)",Cercopithecus diana,Cercopithecus diana,Cercopithecus diana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cercopithecus diana,cercopithecus diana
Cercopithecus mitis,2,host_scientific_name; verbatim_host_name,Cercopithecus mitis | Cercopithecus mitis_Wolf 1822,needs_binomialization; verbatim_binomial_candidate,matched,,"Cercopithecus mitis Wolf, 1822",Cercopithecus mitis,Cercopithecus mitis,Cercopithecus mitis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cercopithecus mitis,cercopithecus mitis
Chaetodipus hispidus,2,host_scientific_name,Chaetodipus hispidus_Baird 1858,needs_binomialization,matched,,"Chaetodipus hispidus (Baird, 1858)",Chaetodipus hispidus,Chaetodipus hispidus,Chaetodipus hispidus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,chaetodipus hispidus,chaetodipus hispidus
Chalcides ocellatus,2,host_scientific_name; verbatim_host_name,"Chalcides ocellatus | Chalcides ocellatus (FORSKAL, 1775)",needs_binomialization; verbatim_binomial_candidate,matched,,"Chalcides ocellatus (Forskål, 1775)",Chalcides ocellatus,Chalcides ocellatus,Chalcides ocellatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,chalcides ocellatus,chalcides ocellatus
Chrysococcyx cupreus,2,host_scientific_name; verbatim_host_name,Chrysococcyx cupreus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Chrysococcyx cupreus (Shaw, 1792)",Chrysococcyx cupreus,Chrysococcyx cupreus,Chrysococcyx cupreus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,chrysococcyx cupreus,chrysococcyx cupreus
Cinnyricinclus leucogaster,2,host_scientific_name; verbatim_host_name,Cinnyricinclus leucogaster,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Cinnyricinclus leucogaster (Boddaert, 1783)",Cinnyricinclus leucogaster,Cinnyricinclus leucogaster,Cinnyricinclus leucogaster,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cinnyricinclus leucogaster,cinnyricinclus leucogaster
Circaetus gallicus,2,host_scientific_name; verbatim_host_name,Circaetus gallicus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Circaetus gallicus (J. F. Gmelin, 1788)",Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,circaetus gallicus,circaetus gallicus
Cisticola chiniana,2,host_scientific_name; verbatim_host_name,Cisticola chiniana,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Cisticola chiniana (A. Smith, 1843)",Cisticola chiniana,Cisticola chiniana,Cisticola chiniana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cisticola chiniana,cisticola chiniana
Citellus franklini,2,verbatim_host_name,Citellus franklini,verbatim_binomial_candidate,matched,,Citellus franklini,Citellus franklini,,Citellus franklini,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus franklini,citellus franklini
Coccyzus erythropthalmus,2,host_scientific_name,Coccyzus erythropthalmus,needs_manual_synonym_map,matched,,"Coccyzus erythropthalmus (A. Wilson, 1811)",Coccyzus erythropthalmus,Coccyzus erythropthalmus,Coccyzus erythropthalmus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,coccyzus erythropthalmus,coccyzus erythropthalmus
