matched_who_host,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_species_analysis,vector_species_needs_review,vector_name_taxonomy_examples,interaction_type_examples,source_dataset_examples,country_examples,associated_pathogen_examples,associated_parasite_examples,record_count
Peromyscus leucopus,10041,mammalia,rodentia,cricetidae,Ixodes texanus,FALSE,Ixodes texanus,on_host_occurrence,TickMap,United States of America,,R. Rickettsii,4
Peromyscus leucopus,10041,mammalia,rodentia,cricetidae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,United States of America,,R. Rickettsii,4
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Anomiopsyllus nudatus,FALSE,Anomiopsyllus nudatus,on_host_occurrence,FleaMap,United States,,,6
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Dermacentor occidentalis,FALSE,Dermacentor occidentalis,on_host_occurrence,TickMap,United States of America,,,58
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,36
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,United States,,,6
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,8
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ixodes angustus,FALSE,Ixodes angustus,on_host_occurrence,TickMap,United States of America,,,39
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ixodes ochotonae,FALSE,Ixodes ochotonae,on_host_occurrence,TickMap,United States of America,,Anaplasma phagocytophilum,5
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,,43
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,Borrelia burgdorferi; Anaplasma phagocytophilum; Babesia microti; Ehrlichia chaffeensis; Ehrlichia ewinggi,43
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ixodes spinipalpis,FALSE,Ixodes spinipalpis,on_host_occurrence,TickMap,United States of America,,B. burgdorferi; Borrelia bissettii; Borrelia microtti; aoHGE,51
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ixodes woodi,FALSE,Ixodes woodi,on_host_occurrence,TickMap,United States of America,,,4
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Megabothris abantis,FALSE,Megabothris abantis,on_host_occurrence,FleaMap,United States,,,5
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Ornithodoros eremicus,FALSE,Ornithodoros eremicus,on_host_occurrence,TickMap,United States,,,1
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Oropsylla hirsuta,FALSE,Oropsylla hirsuta,on_host_occurrence,FleaMap,United States,,,1
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Oropsylla montana,FALSE,Oropsylla montana,on_host_occurrence,FleaMap,United States,,,2
Peromyscus maniculatus,10042,mammalia,rodentia,cricetidae,Thrassis bacchi,FALSE,Thrassis bacchi bacchi,on_host_occurrence,FleaMap,United States,,,3
Peromyscus truei,89101,mammalia,rodentia,cricetidae,Anomiopsyllus nudatus,FALSE,Anomiopsyllus nudatus,on_host_occurrence,FleaMap,United States,,,1
Peromyscus truei,89101,mammalia,rodentia,cricetidae,Dermacentor occidentalis,FALSE,Dermacentor occidentalis,on_host_occurrence,TickMap,United States of America,,,45
Peromyscus truei,89101,mammalia,rodentia,cricetidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,,24
Peromyscus truei,89101,mammalia,rodentia,cricetidae,Ixodes spinipalpis,FALSE,Ixodes spinipalpis,on_host_occurrence,TickMap,United States of America,,,4
Peromyscus truei,89101,mammalia,rodentia,cricetidae,Ixodes woodi,FALSE,Ixodes woodi,on_host_occurrence,TickMap,United States of America,,,4
Phasianus colchicus,9054,aves,galliformes,phasianidae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,1
Phasianus colchicus,9054,aves,galliformes,phasianidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia; Unites States,,,2
Phasianus colchicus,9054,aves,galliformes,phasianidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,2
Phasianus colchicus,9054,aves,galliformes,phasianidae,Culex salinarius,FALSE,Culex salinarius,blood_meal,BloodMealMap,Unites States,,,1
Phasianus colchicus,9054,aves,galliformes,phasianidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,2
Phasianus colchicus,9054,aves,galliformes,phasianidae,Ixodes festai,FALSE,Ixodes festai,on_host_occurrence,TickMap,Morocco,,,1
Pheucticus melanocephalus,371919,aves,passeriformes,cardinalidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,2
Pheucticus melanocephalus,371919,aves,passeriformes,cardinalidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Pheucticus melanocephalus,371919,aves,passeriformes,cardinalidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Pheucticus melanocephalus,371919,aves,passeriformes,cardinalidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,3
Pheucticus melanocephalus,371919,aves,passeriformes,cardinalidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,,21
Phoca vitulina,9720,mammalia,carnivora,phocidae,Aedes japonicus,FALSE,Aedes japonicus,blood_meal,BloodMealMap,Switzerland,,,1
Phoenicurus phoenicurus,121423,aves,passeriformes,muscicapidae,Ixodes frontalis,FALSE,Ixodes frontalis,on_host_occurrence,TickMap,Morocco,,,1
Pica pica,34924,aves,passeriformes,corvidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,Senegal,,,1
Pica pica,34924,aves,passeriformes,corvidae,Argas persicus,FALSE,Argas persicus,on_host_occurrence,TickMap,Niger,,,1
Pica pica,34924,aves,passeriformes,corvidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia; United Kingdom,,,2
Pica pica,34924,aves,passeriformes,corvidae,Hyalomma aegyptium,FALSE,Hyalomma aegyptium,on_host_occurrence,TickMap,Morocco,,,1
Pica pica,34924,aves,passeriformes,corvidae,Hyalomma marginatum,FALSE,Hyalomma marginatum,on_host_occurrence,TickMap,Morocco,,,1
Pipistrellus kuhlii,59472,mammalia,chiroptera,vespertilionidae,Ixodes vespertilionis,FALSE,Ixodes vespertilionis,on_host_occurrence,TickMap,Algeria,,,1
Piranga ludoviciana,63520,aves,passeriformes,cardinalidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,2
Piranga ludoviciana,63520,aves,passeriformes,cardinalidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Piranga ludoviciana,63520,aves,passeriformes,cardinalidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Plectropterus gambensis,658924,aves,anseriformes,anatidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,Senegal; Zambia,,,2
Plegadis chihi,302533,aves,pelecaniformes,threskiornithidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,2
Podargus strigoides,8905,aves,caprimulgiformes,podargidae,Culex sitiens,FALSE,Culex sitiens,blood_meal,BloodMealMap,Australia,,,1
Poecile atricapillus,48891,aves,passeriformes,paridae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,1
Poecile atricapillus,48891,aves,passeriformes,paridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Poecile atricapillus,48891,aves,passeriformes,paridae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,2
Poecile atricapillus,48891,aves,passeriformes,paridae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,2
Poecile atricapillus,48891,aves,passeriformes,paridae,Culiseta morsitans,FALSE,Culiseta morsitans,blood_meal,BloodMealMap,Unites States,,,1
Poecile atricapillus,48891,aves,passeriformes,paridae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,8
Poecile atricapillus,48891,aves,passeriformes,paridae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,Borellia burgdorferi,13
Poecile carolinensis,48892,aves,passeriformes,paridae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,2
Poecile carolinensis,48892,aves,passeriformes,paridae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,2
Poecile carolinensis,48892,aves,passeriformes,paridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Poecile carolinensis,48892,aves,passeriformes,paridae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Poecile carolinensis,48892,aves,passeriformes,paridae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes aegypti,FALSE,Aedes aegypti,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes albopictus,FALSE,Aedes albopictus,blood_meal,BloodMealMap,Unites States,,,2
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes atlanticus,FALSE,Aedes atlanticus,blood_meal,BloodMealMap,Unites States,,,2
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes aurifer,FALSE,Aedes aurifer,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes canadensis,FALSE,Aedes canadensis,blood_meal,BloodMealMap,Unites States,,,2
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes cinereus,FALSE,Aedes cinereus,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes excrucians,FALSE,Aedes excrucians,blood_meal,BloodMealMap,Unites States,,,2
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes hendersoni,FALSE,Aedes hendersoni,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes infirmatus,FALSE,Aedes infirmatus,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes sollicitans,FALSE,Aedes sollicitans,blood_meal,BloodMealMap,Unites States,,,2
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes taeniorhynchus,FALSE,Aedes taeniorhynchus,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes thibaulti,FALSE,Aedes thibaulti,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes triseriatus,FALSE,Aedes triseriatus,blood_meal,BloodMealMap,Unites States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes trivittatus,FALSE,Aedes trivittatus,blood_meal,BloodMealMap,Unites States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Unites States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,"B. burgdorferi; Ehrlichia chaffeensis, Ehrlichia canis, Ehrlichia ewingii, Anaplasma phagocytophilium; R. Rickettsii",164
Procyon lotor,9654,mammalia,carnivora,procyonidae,Anopheles crucians,FALSE,Anopheles crucians,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Anopheles franciscanus,FALSE,Anopheles franciscanus,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Anopheles punctipennis,FALSE,Anopheles punctipennis,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Anopheles quadrimaculatus,FALSE,Anopheles quadrimaculatus,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Anopheles smaragdinus,FALSE,Anopheles smaragdinus,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,United States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culex cedecei,FALSE,Culex cedecei,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culex iolambdis,FALSE,Culex iolambdis,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,3
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,5
Procyon lotor,9654,mammalia,carnivora,procyonidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,"B. burgdorferi; Ehrlichia chaffeensis, Ehrlichia canis, Ehrlichia ewingii, Anaplasma phagocytophilium; R. Rickettsii; Rickettsia spp.; St. Louis Encephalitis virus",188
Procyon lotor,9654,mammalia,carnivora,procyonidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,United States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,24
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States; United States of America,,"Ehrlichia chaffeensis, Ehrlichia canis, Ehrlichia ewingii, Anaplasma phagocytophilium",193
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,8
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ixodes muris,FALSE,Ixodes muris,on_host_occurrence,TickMap,United States of America,,,8
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,"B. burgdorferi; Ehrlichia chaffeensis, Ehrlichia canis, Ehrlichia ewingii, Anaplasma phagocytophilium; POWV (Deer tick virus)",77
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ixodes texamus,FALSE,Ixodes texamus,on_host_occurrence,TickMap,United States of America,,,4
Procyon lotor,9654,mammalia,carnivora,procyonidae,Ixodes texanus,FALSE,Ixodes texanus,on_host_occurrence,TickMap,United States of America,,"B. burgdorferi; Borrelia burgdorferi; Ehrlichia chaffeensis, Ehrlichia canis, Ehrlichia ewingii, Anaplasma phagocytophilium; R. Rickettsii",133
Procyon lotor,9654,mammalia,carnivora,procyonidae,Mansonia titillans,FALSE,Mansonia titillans,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Psorophora ciliata,FALSE,Psorophora ciliata,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Psorophora columbiae,FALSE,Psorophora columbiae,blood_meal,BloodMealMap,Unites States,,,2
Procyon lotor,9654,mammalia,carnivora,procyonidae,Psorophora ferox,FALSE,Psorophora ferox,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Psorophora howardii,FALSE,Psorophora howardii,blood_meal,BloodMealMap,Unites States,,,1
Procyon lotor,9654,mammalia,carnivora,procyonidae,Wyeomyia vanduzeei,FALSE,Wyeomyia vanduzeei,blood_meal,BloodMealMap,Unites States,,,1
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Androlaelaps fahrenholzi,FALSE,Androlaelaps fahrenholzi,on_host_occurrence,MiteMap,Brazil,,,1
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Polygenis klagesi,FALSE,Polygenis klagesi klagesi,on_host_occurrence,FleaMap,Brazil,,,2
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Polygenis klagesi,TRUE,Polygenis klagesi samuelis,on_host_occurrence,FleaMap,Brazil,,,1
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Rhopalopsyllus australis,FALSE,Rhopalopsyllus australis australis,on_host_occurrence,FleaMap,Brazil,,,1
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Tur amazonicus,FALSE,Tur amazonicus,on_host_occurrence,MiteMap,Brazil,,,2
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Tur apicalis,FALSE,Tur apicalis,on_host_occurrence,MiteMap,Brazil,,,1
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Tur aragaoi,FALSE,Tur aragaoi,on_host_occurrence,MiteMap,Brazil,,,2
Proechimys guyannensis,128105,mammalia,rodentia,echimyidae,Tur aymara,FALSE,Tur aymara,on_host_occurrence,MiteMap,Brazil,,,2
Puma concolor,9696,mammalia,carnivora,felidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,8
Puma concolor,9696,mammalia,carnivora,felidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,United States of America,,,8
Puma concolor,9696,mammalia,carnivora,felidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,40
Puma concolor,9696,mammalia,carnivora,felidae,Ixodes affinis,FALSE,Ixodes affinis,on_host_occurrence,TickMap,United States of America,,,32
Puma concolor,9696,mammalia,carnivora,felidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,,20
Python regius,51751,reptilia,squamata,pythonidae,Amblyomma exornatum,FALSE,Amblyomma exornatum,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Python regius,51751,reptilia,squamata,pythonidae,Amblyomma latum,FALSE,Amblyomma latum,on_host_occurrence,TickMap,Burkina Faso; Central African Republic; Cote D'Ivoire; Sudan; United States of America,,,13
Python regius,51751,reptilia,squamata,pythonidae,Amblyomma nuttalli,FALSE,Amblyomma nuttalli,on_host_occurrence,TickMap,Burkina Faso,,,1
Python regius,51751,reptilia,squamata,pythonidae,Amblyomma sparsum,FALSE,Amblyomma sparsum,on_host_occurrence,TickMap,United States of America,,,1
Python regius,51751,reptilia,squamata,pythonidae,Amblyomma transversale,FALSE,Amblyomma transversale,on_host_occurrence,TickMap,Burkina Faso,,,1
Python regius,51751,reptilia,squamata,pythonidae,Aponomma latum,FALSE,Aponomma latum,on_host_occurrence,TickMap,United States of America,,,1
Quelea quelea,187445,aves,passeriformes,ploceidae,Hyalomma rufipes,FALSE,Hyalomma rufipes,on_host_occurrence,TickMap,Burkina Faso; Chad; Mali; Mauritania,,,4
Quelea quelea,187445,aves,passeriformes,ploceidae,Ixodes daveyi,FALSE,Ixodes daveyi,on_host_occurrence,TickMap,South Africa,,,1
Quiscalus mexicanus,64278,aves,passeriformes,icteridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus mexicanus,64278,aves,passeriformes,icteridae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus mexicanus,64278,aves,passeriformes,icteridae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,2
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,2
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,2
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,2
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum,8
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,B. burgdorferi sensu stricto; A. phagocytophilum,16
Quiscalus quiscula,84782,aves,passeriformes,icteridae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,,13
Rallus aquaticus,54496,aves,gruiformes,rallidae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia,,,1
Rattus losea,69075,mammalia,rodentia,muridae,Leptotrombidium chiangraiensis,FALSE,Leptotrombidium chiangraiensis,on_host_occurrence,MiteMap,Thailand,,Orientia tsutsugamushi,6
Rattus losea,69075,mammalia,rodentia,muridae,Leptotrombidium imphalum,FALSE,Leptotrombidium imphalum,on_host_occurrence,MiteMap,Thailand,,Orientia tsutsugamushi,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Aedes aegypti,FALSE,Aedes aegypti,blood_meal,BloodMealMap,Unites States,,,2
Rattus norvegicus,10116,mammalia,rodentia,muridae,Aedes albopictus,FALSE,Aedes albopictus,blood_meal,BloodMealMap,Japan; Unites States,,,3
Rattus norvegicus,10116,mammalia,rodentia,muridae,Aedes japonicus,FALSE,Aedes japonicus,blood_meal,BloodMealMap,Unites States,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,8
Rattus norvegicus,10116,mammalia,rodentia,muridae,Anopheles atroparvus,FALSE,Anopheles atroparvus,blood_meal,BloodMealMap,ESP,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Anopheles maculipennis,FALSE,Anopheles maculipennis,blood_meal,BloodMealMap,United Kingdom,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Ctenocephalides canis,FALSE,Ctenocephalides canis,on_host_occurrence,FleaMap,"Korea, Republic Of; United States",,,5
Rattus norvegicus,10116,mammalia,rodentia,muridae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,Indonesia; Philippines; Trinidad And Tobago; United States,,,19
Rattus norvegicus,10116,mammalia,rodentia,muridae,Culex iolambdis,FALSE,Culex iolambdis,blood_meal,BloodMealMap,Unites States,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Culex salinarius,FALSE,Culex salinarius,blood_meal,BloodMealMap,Unites States,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Culex sitiens,FALSE,Culex sitiens,blood_meal,BloodMealMap,Iran,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,,8
Rattus norvegicus,10116,mammalia,rodentia,muridae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,Japan; Turkey; United States,,,131
Rattus norvegicus,10116,mammalia,rodentia,muridae,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,8
Rattus norvegicus,10116,mammalia,rodentia,muridae,Megabothris abantis,FALSE,Megabothris abantis,on_host_occurrence,FleaMap,United States,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Oropsylla hirsuta,FALSE,Oropsylla hirsuta,on_host_occurrence,FleaMap,United States,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Oropsylla montana,FALSE,Oropsylla montana,on_host_occurrence,FleaMap,United States,,,2
Rattus norvegicus,10116,mammalia,rodentia,muridae,Polygenis gwyni,FALSE,Polygenis gwyni,on_host_occurrence,FleaMap,United States,,,1
Rattus norvegicus,10116,mammalia,rodentia,muridae,Xenopsylla cheopis,FALSE,Xenopsylla cheopis,on_host_occurrence,FleaMap,Australia; Indonesia; Iraq; Philippines; Turkey; United States; Venezuela,,,259
Rattus rattus,10117,mammalia,rodentia,muridae,Aedes aegypti,FALSE,Aedes aegypti,blood_meal,BloodMealMap,Unites States,,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Aedes taeniorhynchus,FALSE,Aedes taeniorhynchus,blood_meal,BloodMealMap,Puerto Rico,,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Androlaelaps fahrenholzi,FALSE,Androlaelaps fahrenholzi,on_host_occurrence,MiteMap,Brazil,,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Craneopsylla minerva,FALSE,Craneopsylla minerva minerva,on_host_occurrence,FleaMap,Brazil,,,3
Rattus rattus,10117,mammalia,rodentia,muridae,Ctenocephalides felis,FALSE,Ctenocephalides felis; Ctenocephalides felis felis,on_host_occurrence,FleaMap,Brazil; Guam; United States; Venezuela,,,4
Rattus rattus,10117,mammalia,rodentia,muridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Culex taeniopus,FALSE,Culex taeniopus,blood_meal,BloodMealMap,Puerto Rico,,,1
Rattus rattus,10117,mammalia,rodentia,muridae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,2
