blood_meal_assay_id,sample_id,study_id,vector_species_raw,vector_species_assay_raw,vector_species_sample_raw,host_organism_raw,review_reason
2016-indian-icemr|Anopheles_culicifacies_BCE_0446.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0446,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0446.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0446,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0447.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0447,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0447.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0447,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0499.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0499,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0499.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0499,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0500.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0500,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0500.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0500,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0004.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0004,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0004.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0004,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0006.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0006,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0006.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0006,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0006.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0006,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0006.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0006,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0007.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0007,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0007.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0007,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0009.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0009,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0009.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0009,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0010.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0010,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0010.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0010,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0011.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0011,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0011.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0011,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0033.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0033,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0033.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0033,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0004.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0004,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0004.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0004,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0083.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0083,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0083.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0083,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0084.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0084,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0084.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0084,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0335.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0335,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0335.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0335,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0336.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0336,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0336.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0336,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0337.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0337,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0337.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0337,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0339.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0339,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0339.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0339,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0402.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0402,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0402.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0402,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0403.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0403,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0403.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0403,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0404.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0404,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0404.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0404,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0474.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0474,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0474.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0474,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0475.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0475,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0475.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0475,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0507.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0507,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0507.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0507,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0508.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0508,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0508.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0508,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0033.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0033,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0033.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0033,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0428.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0428,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0428.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0428,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0429.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0429,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0429.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0429,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0079.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0079,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0079.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0079,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0487.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0487,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0487.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0487,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0449.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0449,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0449.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0449,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0450.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0450,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0450.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0450,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0310.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0310,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0310.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0310,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0311.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0311,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0311.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0311,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0370.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0370,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0370.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0370,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0442.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0442,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0442.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0442,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0443.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0443,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0443.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0443,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0497.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0497,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0497.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0497,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0498.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0498,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0498.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0498,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0061.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0061,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0061.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0061,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0062.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0062,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0062.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0062,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0064.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0064,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0064.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0064,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
