vector_species_taxonomy_cleaned,vector_species_original_examples,vector_species_clean_examples,disease_examples,review_needed_any,review_notes,official_correct_name,official_taxon_level,official_synonyms,official_iucn_name,official_name_status,helper_iucn_name,helper_itis_name,helper_gbif_name,helper_note,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_rank,gbif_status,gbif_match_type,gbif_note,itis_tsn,itis_scientific_name,itis_name_usage,itis_accepted_name,itis_note
megabothris abantis,Megabothris abantis,megabothris abantis,Plague,FALSE,,Megabothris abantis,species,Megabothris abantis,,exact_match,,,Megabothris abantis,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Megabothris aba… 1 Catalogue of Life Curated 3YQM3; 2 Megabothris aba… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1416997,"Megabothris abantis (Rothschild, 1905)",Megabothris abantis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
neopsylla setosa,Neopsylla setosa,neopsylla setosa,Plague,FALSE,,Neopsylla setosa,species,Neopsylla setosa,,exact_match,,,Neopsylla setosa,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Neopsylla setosa 1 Catalogue of Life Curated 6S7SG; 2 Neopsylla setosa 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",5051096,"Neopsylla setosa (Wagner, 1898)",Neopsylla setosa,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
nosopsyllus fasciatus,Nosopsyllus fasciatus,nosopsyllus fasciatus,Plague,FALSE,,Nosopsyllus fasciatus,species,Nosopsyllus fasciatus,,exact_match,,,Nosopsyllus fasciatus,"# A tibble: 4 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Nosopsyllus fas… 1 Catalogue of Life Curated 47RGQ; 2 Nosopsyllus fas… 12 EOL AutoCur… bare-na…; 3 Nosopsyllus fas… 12 EOL AutoCur… bare-na…; 4 Nosopsyllus fas… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1417259,"Nosopsyllus fasciatus (Bosc, 1800)",Nosopsyllus fasciatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus caballus,Ochlerotatus caballus,ochlerotatus caballus,Rift Valley fever,FALSE,,Aedes caballus,species,Aedes caballus; Aedes casali; Ochlerotatus caballus,,suggested_change,,,Aedes caballus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus ca… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus ca… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",9931480,"Ochlerotatus caballus (Theobald, 1912)",Ochlerotatus caballus,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus caspius,Ochlerotatus caspius,ochlerotatus caspius,West Nile fever,FALSE,,Aedes caspius,species,Aedes casali; Aedes caspius; Ochlerotatus caspius,,suggested_change,,,Aedes caspius,"# A tibble: 15 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 10 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 11 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 12 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 13 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 14 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 15 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 3 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 4 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 5 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 6 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 7 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 8 Ochlerotatus c… 12 EOL AutoCur… bare-na…; 9 Ochlerotatus c… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",4519717,"Ochlerotatus caspius (Pallas, 1771)",Ochlerotatus caspius,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus detritus,Ochlerotatus detritus,ochlerotatus detritus,Venezuelan equine encephalitis,FALSE,,Aedes detritus,species,Aedes detritus; Ochlerotatus detritus,,suggested_change,,,Aedes detritus,"# A tibble: 6 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus de… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus de… 12 EOL AutoCur… bare-na…; 3 Ochlerotatus de… 12 EOL AutoCur… bare-na…; 4 Ochlerotatus de… 12 EOL AutoCur… bare-na…; 5 Ochlerotatus de… 12 EOL AutoCur… bare-na…; 6 Ochlerotatus de… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",4519696,"Ochlerotatus detritus (Haliday, 1833)",Ochlerotatus detritus,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus dorsalis,Ochlerotatus dorsalis,ochlerotatus dorsalis,West Nile fever,FALSE,,Aedes dorsalis,species,Aedes communis; Aedes dorsalis; Ochlerotatus dorsalis,,suggested_change,,,Aedes dorsalis,"# A tibble: 7 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus do… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus do… 12 EOL AutoCur… bare-na…; 3 Ochlerotatus do… 12 EOL AutoCur… bare-na…; 4 Ochlerotatus do… 12 EOL AutoCur… bare-na…; 5 Ochlerotatus do… 12 EOL AutoCur… bare-na…; 6 Ochlerotatus do… 12 EOL AutoCur… bare-na…; 7 Ochlerotatus do… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",4519710,"Ochlerotatus dorsalis (Meigen, 1830)",Ochlerotatus dorsalis,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus juppi,Ochlerotatus juppi,ochlerotatus juppi,Rift Valley fever,FALSE,,Aedes juppi,species,Aedes juppi; Ochlerotatus juppi,,suggested_change,,,Aedes juppi,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus ju… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus ju… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",11276703,"Ochlerotatus juppi (McIntosh, 1973)",Ochlerotatus juppi,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus melanimon,Ochlerotatus melanimon,ochlerotatus melanimon,West Nile fever,FALSE,,Aedes melanimon,species,Aedes melanimon; Ochlerotatus melanimon,,suggested_change,,,Aedes melanimon,"# A tibble: 1 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus me… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",11332882,"Ochlerotatus melanimon (Dyar, 1924)",Ochlerotatus melanimon,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus serratus,Ochlerotatus serratus,ochlerotatus serratus,Oropouche fever,FALSE,,Aedes serratus,species,Aedes abserratus; Aedes auratus; Aedes serratus; Ochlerotatus serratus,,suggested_change,,,Aedes serratus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus se… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus se… 12 EOL AutoCur… bare-na…; 3 Ochlerotatus se… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",11337915,"Ochlerotatus serratus (Theobald, 1901)",Ochlerotatus serratus,SPECIES,SYNONYM,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ochlerotatus sierrensis,Ochlerotatus sierrensis,ochlerotatus sierrensis,West Nile fever,FALSE,,,species,Aedes albocinctus; Aedes antipodeus; Aedes bancroftianus; Aedes canadensis; Aedes cantans; Aedes comitatus; Aedes dahlae; Aedes diazi; Aedes dorsalis; Aedes flavescens; Aedes flavifrons; Aedes fulvus; Aedes galindoi; Aedes hastatus; Aedes hodgkini; Aedes impiger; Aedes japonicus; Aedes koreicus; Aedes luteifemur; Aedes mercurator; Aedes milleri; Aedes mitchellae; Aedes nigromaculis; Aedes normanensis; Aedes oligopistus; Aedes perkinsi; Aedes postpiraculosus; Aedes pseudonormanensis; Aedes pulcritarsis; Aedes punctodes; Aedes purpuraceus; Aedes roai; Aedes rusticus; Aedes sexlineatus; Aedes sinensis; Aedes sollicitans; Aedes squamiger; Aedes sticticus; Aedes subdiversus; Aedes terrens; Aedes vigilax; Ochlerotatus sierrensis,,no_official_name_returned,,,,"# A tibble: 4 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ochlerotatus si… 12 EOL AutoCur… bare-na…; 2 Ochlerotatus si… 12 EOL AutoCur… bare-na…; 3 Ochlerotatus si… 12 EOL AutoCur… bare-na…; 4 Ochlerotatus si… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1650073,"Ochlerotatus Lynch-Arribalzaga, 1891",Ochlerotatus,GENUS,ACCEPTED,HIGHERRANK,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
opifex fuscus,Opifex fuscus,opifex fuscus,Chikungunya fever,FALSE,,Opifex fuscus,species,Opifex fuscus,,exact_match,,,Opifex fuscus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Opifex fuscus 1 Catalogue of Life Curated 75352; 2 Opifex fuscus 1 Catalogue of Life Curated 89M2P; 3 Opifex fuscus 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",5089957,"Opifex fuscus Hutton, 1902",Opifex fuscus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
opisodasys nesiotis,Opisodasys nesiotis,opisodasys nesiotis,Plague,FALSE,,Opisodasys nesiotus,species,Opisodasys nesiotus,,suggested_change,,,Opisodasys nesiotus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Opisodasys nesi… 1 Catalogue of Life Curated 752TW; 2 Opisodasys nesi… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1416598,"Opisodasys nesiotus Augustson, 1941",Opisodasys nesiotus,SPECIES,ACCEPTED,VARIANT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
orchopeas sexdentatus,Orchopeas sexdentatus,orchopeas sexdentatus,Plague,FALSE,,Orchopeas sexdentatus,species,Orchopeas sexdentatus,,exact_match,,,Orchopeas sexdentatus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Orchopeas sexde… 1 Catalogue of Life Curated 6SSXD; 2 Orchopeas sexde… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1417014,"Orchopeas sexdentatus (Baker, 1904)",Orchopeas sexdentatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
ornithodoros lahorensis,Ornithodoros lahorensis,ornithodoros lahorensis,Crimean-Congo hemorrhagic fever,FALSE,,Argas lahorensis,species,Argas lahorensis; Ornithodoros lahorensis,,suggested_change,,,Argas lahorensis,"# A tibble: 4 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Ornithodoros la… 1 Catalogue of Life Curated 6T6NG; 2 Ornithodoros la… 1 Catalogue of Life Curated 756KY; 3 Ornithodoros la… 12 EOL AutoCur… bare-na…; 4 Ornithodoros la… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",2184871,"Ornithodoros lahorensis Clifford, Kohls & Sonenshine, 1964",Ornithodoros lahorensis,SPECIES,SYNONYM,EXACT,2 synonym homonyms,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
oropsylla bruneri,Oropsylla bruneri,oropsylla bruneri,Plague,FALSE,,Oropsylla bruneri,species,Oropsylla bruneri,,exact_match,,,Oropsylla bruneri,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Oropsylla brune… 1 Catalogue of Life Curated 74VKP; 2 Oropsylla brune… 12 EOL AutoCur… bare-na…; 3 Oropsylla brune… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1416853,"Oropsylla bruneri (Baker, 1895)",Oropsylla bruneri,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
oropsylla hirsuta,Oropsylla hirsuta,oropsylla hirsuta,Plague,FALSE,,Oropsylla hirsuta,species,Oropsylla hirsuta,,exact_match,,,Oropsylla hirsuta,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Oropsylla hirsu… 1 Catalogue of Life Curated 6SVKN; 2 Oropsylla hirsu… 12 EOL AutoCur… bare-na…; 3 Oropsylla hirsu… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1416864,"Oropsylla hirsuta (Baker, 1895)",Oropsylla hirsuta,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
oropsylla idahoensis,Oropsylla idahoensis,oropsylla idahoensis,Plague,FALSE,,Oropsylla idahoensis,species,Oropsylla idahoensis,,exact_match,,,Oropsylla idahoensis,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Oropsylla idaho… 1 Catalogue of Life Curated 6T7KN; 2 Oropsylla idaho… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1416856,"Oropsylla idahoensis (Baker, 1904)",Oropsylla idahoensis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
